row_type,uuid,context,requirements,title,description,on_enter,results,interruptions,template,provider
random_event,bai_ye_honeymoon_l0_typec_m0,trigger_tags=[action:main:baiye]|weight=10|era=745_ambition,prop_lt(name=career_progress; val=70),门隙传话,“郎君且候，主人在宴客。”说罢转身掩门。你立于石阶前，听得门内传来说笑声与劝酒声，门子时而出入，见你仍站着，便皱眉道：“主人事忙，郎君若等不得，明日再来。”言毕又闭门。如此反复三回，暮色渐沉，门子始推开半扇门，扬声道：“主人问郎君姓名，着我传话。请郎君在此说与小人听，小人好回话。”却仍不延你入内。,,,,,
>option,,,,,"""整袖躬身，高声报上籍贯履历""",,prop_sub(name=money; val=10) | prop_sub(name=fatigue; val=10) | prop_add(name=career_progress; val=10),,,
random_event,bai_ye_honeymoon_l0_typec_m1,trigger_tags=[action:main:baiye]|weight=10|era=745_ambition,prop_lt(name=career_progress; val=70),阶前冷遇,右相府门前，积雪已扫至两侧，露出青石台阶。门子是个面皮松弛的中年人，双手拢在袖中，既不看你，也不看你手中的名刺。你说了三遍来意，他方从鼻中“嗯”一声，转身对着门缝里喊了句“候着”，便不再言语。寒风卷起你袍角，冷意从足底蔓延至膝头。约莫过了半个时辰，门子从侧门探出头来，见你还在，嘴角微微一撇，又缩了回去。你听见里头传来炭火盆移动的声响，以及他与人说笑的模糊话音。,,,,,
>option,,,,,从袖中取出银锞，上前拱手道：“烦请老丈通传。”,,prop_sub(name=money; val=12.5) | prop_sub(name=fatigue; val=12.5) | prop_add(name=career_progress; val=12.5),,,
random_event,bai_ye_honeymoon_l0_typec_m2,trigger_tags=[action:main:baiye]|weight=10|era=745_ambition,prop_lt(name=career_progress; val=70),门前久候,“大人今日尚未起身。凡拜谒者，须在此处登记时辰，待里头传唤。”说完便转身与同伴闲话，留你立在阶下。秋风渐起，你袖中名刺已微微潮湿。半个时辰过去，门内无人问津，门子偶尔瞥你一眼，又移开目光。,,,,,
>option,,,,,递上碎银，赔笑请求通传,,prop_sub(name=money; val=10) | prop_sub(name=fatigue; val=10) | prop_add(name=career_progress; val=10),,,
random_event,bai_ye_honeymoon_l1_typea_m0,trigger_tags=[action:main:baiye]|weight=10|era=745_ambition,prop_lt(name=career_progress; val=70),递话之费,“郎君来得不巧，相爷正批阅陇右军报。”他捻起案上的一支笔，笔尖在砚台里缓缓搅动，又低声补了句：“听闻郎君文采斐然，只是这递话的纸墨，向来要东市‘文锦坊’的货，一份便是一两银子的本钱。”你看见他袖口露出半截红封，那是方才另一位谒者留下的。,,,,,
>option,,,,,取出银两，称谢道：“有劳先生打点。”,,prop_sub(name=money; val=12.5) | prop_sub(name=money; val=15) | prop_add(name=career_progress; val=12.5),,,
random_event,bai_ye_honeymoon_l1_typea_m1,trigger_tags=[action:main:baiye]|weight=10|era=745_ambition,prop_lt(name=career_progress; val=70),门帖之价,“郎君字迹清隽，只是这纸上墨色淡了些。”说罢用笔尖在你名帖旁轻点，“若用松烟墨重誊一份，送礼帖时也体面。东街文坊有上等墨锭，三两银一枚——倒不是非用不可，全看郎君心意。”言毕垂目饮茶，不再看你。,,,,,
>option,,,,,谢过指点，取出银两奉上,,prop_sub(name=money; val=15) | prop_sub(name=money; val=45) | prop_add(name=career_progress; val=15),,,
random_event,bai_ye_honeymoon_l1_typea_m2,trigger_tags=[action:main:baiye]|weight=10|era=745_ambition,prop_lt(name=career_progress; val=70),换簿之礼,“郎中日理万机，拜谒者甚多，这登门簿还是三年前的旧本，字迹漫漶，该换新册了。”他将簿册合上，手指轻轻叩了叩封皮，便转身出去。你注意到案角压着一张纸，上面写着“制新册需纸墨钱一贯”。门外脚步声渐远，小厮探头进来，低声道：“这是规矩，换了簿子才好通传。”,,,,,
>option,,,,,取一贯钱，随小厮去账房,,prop_sub(name=money; val=12.5) | prop_sub(name=money; val=15) | prop_add(name=career_progress; val=12.5),,,
random_event,bai_ye_honeymoon_l1_typeb_m0,trigger_tags=[action:main:baiye]|weight=10|era=745_ambition,prop_lt(name=career_progress; val=70),抄牍待旦,你投刺于户部某衙门，一名青衫清客含笑迎出，言上官正与众僚议事，请先至偏厅候见。厅中案上堆满待誊抄的户籍册，他连声告罪，说这些公文明日必须呈送尚书，若得你援手，上官议事毕或可拨冗一见。你从卯时坐到申正，腕酸目涩，饥肠辘辘，清客每半个时辰便来取走一摞写好的纸页，却总说“再稍候片刻”。其间你见他捧着一碟新脯，自往后院去了。,,,,,
>option,,,,,点头应允，俯身研墨提笔,,prop_sub(name=money; val=12.5) | prop_sub(name=health; val=7.5) | prop_add(name=career_progress; val=12.5),,,
random_event,bai_ye_honeymoon_l1_typeb_m1,trigger_tags=[action:main:baiye]|weight=10|era=745_ambition,prop_lt(name=career_progress; val=70),午时侯见,“李公正在拟稿，片刻便完。”又过半个时辰，李公方至，满面春风，连称：“怠慢怠慢，方才公务缠身。”却并不邀你坐下，只立在廊下寒暄数语，便以“侍郎大人等着回话”辞去。你空腹久立，头晕目眩，方知这“片刻”是两时辰。,,,,,
>option,,,,,颔首称谢，改日再备厚礼来拜。,,prop_sub(name=money; val=15) | prop_sub(name=health; val=11.25) | prop_add(name=career_progress; val=15),,,
random_event,bai_ye_honeymoon_l1_typeb_m2,trigger_tags=[action:main:baiye]|weight=10|era=745_ambition,prop_lt(name=career_progress; val=70),廊下候文,巳时三刻，你持名帖入某部衙门。值房内，一书吏接过名帖，并不抬眼，只道：“相公今日有要务，且在此处候着。”言毕，继续伏案抄写。你立于廊下，时有寒风穿堂而过。日影渐移，从巳时至午时，又至未时。那书吏偶尔抬头，见你仍在，便又低头。廊下往来胥吏，无人问你。你双腿酸麻，喉间发干，却不敢擅离。直至申初，书吏方搁笔，唤你近前，你始知今日相公已出府，改日再来。你只得拖着疲惫之躯归去。,,,,,
>option,,,,,谢过吏员，明日备齐润笔再访,,prop_sub(name=money; val=12.5) | prop_sub(name=health; val=7.5) | prop_add(name=career_progress; val=12.5),,,
random_event,bai_ye_honeymoon_l1_typec_m0,trigger_tags=[action:main:baiye]|weight=10|era=745_ambition,prop_lt(name=career_progress; val=70),清客赠言如刀,“年兄此帖，措辞粗疏，字迹潦草，竟似未通文墨。”语毕将帖掷回案头，转身研墨，留你立于堂中。蝉声聒噪间，他头也不抬：“重写一帖，措辞须卑，字迹须正。明日午前若不来，便不必再至了。”话毕自顾饮茶，再不抬眼。,,,,,
>option,,,,,依言重写拜帖，明日再来。,,prop_sub(name=money; val=12.5) | prop_sub(name=fatigue; val=12.5) | prop_add(name=career_progress; val=12.5),,,
random_event,bai_ye_honeymoon_l1_typec_m1,trigger_tags=[action:main:baiye]|weight=10|era=745_ambition,prop_lt(name=career_progress; val=70),冰茶慢饮,你递上名帖，在右相府西厢候了半个时辰。终于进来一位青衣清客，手持茶盏却不落座，绕着你的衣袍走了一圈。“新科进士？嗯...这料子是蜀锦？我竟不曾见过。”他捏起你袖口轻轻一搓，松手，转身将半盏冷茶泼向阶下青苔。“李相日理万机，哪得闲见你这样的？这样罢——你且站这里，等我把手头《六典》条陈理完。何时有空，自会唤你。”他走进内室，留下半掩的帘子。你听见里头传来研墨声，夹杂一声极轻的笑。,,,,,
>option,,,,,拱手应诺，侍立廊下等候,,prop_sub(name=money; val=15) | prop_sub(name=fatigue; val=15) | prop_add(name=career_progress; val=15),,,
random_event,bai_ye_honeymoon_l1_typec_m2,trigger_tags=[action:main:baiye]|weight=10|era=745_ambition,prop_lt(name=career_progress; val=70),廊下候见,“且坐，待某厘清这笔度支。”此后近一个时辰，他时而与同僚低语，时而提笔勾画，偶尔瞥你一眼，目光掠过如看一件器物。茶凉了，无人续。你起身欲问，他抬手虚按：“急甚？衙门办事自有章程。”直至暮鼓将响，方道：“今日且回，改日携文章来。”,,,,,
>option,,,,,躬身告退，明日再带文章拜谒,,prop_sub(name=money; val=12.5) | prop_sub(name=fatigue; val=12.5) | prop_add(name=career_progress; val=12.5),,,
random_event,bai_ye_honeymoon_l2_typea_m0,trigger_tags=[action:main:baiye]|weight=10|era=745_ambition,prop_lt(name=career_progress; val=70),相府献金,“新科进士？好，好。”他呷一口茶，忽然叹道：“圣人近日问起底下可有人才，老夫正愁无人荐贤。只是这引荐之礼，需得周全些，免教人说我轻慢了朝廷体统。”说罢，目光落在你腰间玉带上，久久不移。,,,,,
>option,,,,,解下银袋双手呈上。,,prop_sub(name=money; val=12.5) | prop_sub(name=fatigue; val=10) | prop_sub(name=money; val=40) | prop_add(name=career_progress; val=12.5),,,
random_event,bai_ye_honeymoon_l2_typea_m1,trigger_tags=[action:main:baiye]|weight=10|era=745_ambition,prop_lt(name=career_progress; val=70),画前荐礼,中书令府邸正堂，沉香木案上悬一幅《春江游宴图》。你站了半个时辰，李林甫才从屏风后踱出，目光掠过你的名刺，落在那画上。“此乃吴道子早年手笔，本王前日偶得。”他捻着玉带，语气平淡如论晨起天光，“只是裱工粗疏，缺一味托裱的诚意。听说你祖上藏过澄心堂纸？”他的指尖轻叩画轴，铜鎏金指套敲出清脆声响。侍者捧来空卷轴与墨砚，静静立在一旁。,,,,,
>option,,,,,倾囊市纸，献于座前,,prop_sub(name=money; val=15) | prop_sub(name=fatigue; val=12.5) | prop_sub(name=money; val=60) | prop_add(name=career_progress; val=15),,,
random_event,bai_ye_honeymoon_l2_typea_m2,trigger_tags=[action:main:baiye]|weight=10|era=745_ambition,prop_lt(name=career_progress; val=70),礼单如例,你被引入右相府偏厅，中堂铺着青毡。仆役奉茶后退下。紫袍官员从屏风后转出，袍袖扫过案几，将一方墨迹未干的宣纸推到你面前。“这是规矩，历任都是如此。”他端起茶盏，目光落在窗外槐树上，“你且看看，明日回话便是。”,,,,,
>option,,,,,躬身接过礼单，应承照办,,prop_sub(name=money; val=12.5) | prop_sub(name=fatigue; val=10) | prop_sub(name=money; val=40) | prop_add(name=career_progress; val=12.5),,,
random_event,bai_ye_honeymoon_l2_typeb_m1,trigger_tags=[action:main:baiye]|weight=10|era=745_ambition,prop_lt(name=career_progress; val=70),烈日候见,申时三刻，你被引入右相府后院，被告知相公稍后便至。日头西斜，院中无遮无拦，青砖地烫如炙铁。你整冠肃立，汗透重衫。一个时辰过去，两个时辰过去，廊下侍者换过两轮茶，无人来问。你喉间干涩，双腿微颤，终于听见脚步声——相公自内室缓步而出，瞥你一眼，道了声“辛苦了”，便转身入内，再无他言。,,,,,
>option,,,,,躬身行礼：“学生恭候相公召见。”,,prop_sub(name=money; val=15) | prop_sub(name=fatigue; val=12.5) | prop_sub(name=health; val=12.5) | prop_add(name=career_progress; val=15),,,
random_event,bai_ye_honeymoon_l2_typeb_m2,trigger_tags=[action:main:baiye]|weight=10|era=745_ambition,prop_lt(name=career_progress; val=70),右相府候见,"""相公今日在政事堂议事，恐要晚些。""案上茶盏凉了又换，换了又凉。你腹中饥鸣如鼓，双腿渐觉麻木，额角沁出虚汗。隔窗可见右相经过回廊数次，并不同你说话——他确实在忙，只是忙得忘记了廊下还有一个等待的人。",,,,,
>option,,,,,继续候至掌灯，以表诚意,,prop_sub(name=money; val=12.5) | prop_sub(name=fatigue; val=10) | prop_sub(name=health; val=10) | prop_add(name=career_progress; val=12.5),,,
random_event,bai_ye_honeymoon_l2_typec_m0,trigger_tags=[action:main:baiye]|weight=10|era=745_ambition,prop_lt(name=career_progress; val=70),右相府中的空椅,你耗费半月俸禄，辗转求得右相府管事的一封引荐信。这日午后，你被引入花厅等候。一个时辰过去，茶换三盏，不见人来。忽听屏风后传来笑声，右相李林甫的族弟李岫踱步而出，手中把玩着一枚玉鱼。“新科进士？”他扫了你一眼，“近来相爷正议裁汰冗官，你来得不是时候。”语罢，他将玉鱼随手搁在案上，转身便走。案上玉鱼与你的引荐信并排放着，不言自明。,,,,,
>option,,,,,将玉鱼悄然收入袖中,,prop_sub(name=money; val=12.5) | prop_sub(name=fatigue; val=10) | prop_sub(name=fatigue; val=12.5) | prop_add(name=career_progress; val=12.5),,,
random_event,bai_ye_honeymoon_l2_typec_m1,trigger_tags=[action:main:baiye]|weight=10|era=745_ambition,prop_lt(name=career_progress; val=70),右相赐坐,“新科？文章做得如何？”不等你回答，又对清客笑道：“这些后生，总以为笔下几篇赋就能济世。”清客们附和而笑。你方要开口，他已端起茶盏。仆从上前：“相爷乏了。”你只得起身告辞，却听他漫声道：“明日再来，带着你那份策论——要手抄的，字须端正。”,,,,,
>option,,,,,次日携手抄策论再访相府,,prop_sub(name=money; val=15) | prop_sub(name=fatigue; val=12.5) | prop_sub(name=fatigue; val=15) | prop_add(name=career_progress; val=15),,,
random_event,bai_ye_honeymoon_l2_typec_m2,trigger_tags=[action:main:baiye]|weight=10|era=745_ambition,prop_lt(name=career_progress; val=70),冷榻待问,巳时三刻，你被引入尚书省户部侍郎刘晏的內厅。他正伏案批阅文书，头也不抬，只道一句“且坐”。你躬身坐下，茶也未上。约莫两刻钟后，他展卷问你“岭南漕粮折价几何”，未等你答完，又低头写判词。如此往复三次，你始终跪坐于冰冷的地席之上，膝盖隐隐发麻。门外的漏壶滴水声清晰可闻。,,,,,
>option,,,,,敛容端坐，谨候垂询,,prop_sub(name=money; val=12.5) | prop_sub(name=fatigue; val=10) | prop_sub(name=fatigue; val=12.5) | prop_add(name=career_progress; val=12.5),,,
