>option,drink_with_libai_send_poem,poem_taste: urn:poem_taste:libai_taste| taste_owner_relation_flag:flag_relation_with_libai,,EVT_DRINK_WITH_LIBAI_SEND_POEM_TITLE,,,,,,urn:event_option:poem_giving_option
random_event,welcome_to_wenhuaquan_party,,,EVT_WELCOME_TO_WENHUAQUAN_PARTY_TITLE,,,,,,
>option,,guests=[libai;wangwei;zhengqian],,EVT_WELCOME_TO_WENHUAQUAN_PARTY_OPT0_TITLE,,,queue_event(event_key=start_of_wenhuaquan_party),,,
>option,,,,EVT_WELCOME_TO_WENHUAQUAN_PARTY_OPT1_TITLE,,,,,,
random_event,start_of_wenhuaquan_party,,,EVT_START_OF_WENHUAQUAN_PARTY_TITLE,EVT_START_OF_WENHUAQUAN_PARTY_DESC,,,,,
>option,,,,EVT_START_OF_WENHUAQUAN_PARTY_OPT0_TITLE,,,push_event(event_key=mid_of_wenhuaquan_party),,,
random_event,mid_of_wenhuaquan_party,,,EVT_MID_OF_WENHUAQUAN_PARTY_TITLE,EVT_MID_OF_WENHUAQUAN_PARTY_DESC,flag_int_reduce_if_above(name=flag_libai_changhe_request; threshold=0; amount=1),,interrupt_event(flag_int_eq(name=flag_libai_changhe_request;val=1)| push_event(event_key=libai_force_changhe))| interrupt_event(flag_int_gt(name=flag_relation_with_libai;val=20) and flag_int_eq(name=flag_libai_changhe_request;val=0)| random(val=99;success=push_event(event_key=request_libai_changhe))),,
>option,wenhuaquan_people_choice,,,EVT_WENHUAQUAN_PEOPLE_CHOICE_TITLE,,,push_event(event_key=mid_of_wenhuaquan_party_choose_people),,,
>option,feihualing_option,,,EVT_FEIHUALING_OPTION_TITLE,,,push_event(event_key=feihualing_start),,,
>option,lianju_option,,,EVT_LIANJU_OPTION_TITLE,,,push_event(event_key=lianju_intro),,,
>option,art_appreciation_option,,,EVT_ART_APPRECIATION_OPTION_TITLE,,,"scan_and_push(tags=[""action:entertain:elegant""/""action:entertain:martial""]; weight_mult=0.0; fallback="""")",,,
random_event,mid_of_wenhuaquan_party_choose_people,,,EVT_MID_OF_WENHUAQUAN_PARTY_CHOOSE_PEOPLE_TITLE,EVT_MID_OF_WENHUAQUAN_PARTY_CHOOSE_PEOPLE_DESC,,,,"item_provider(list_key=""guests""; text_template=""EVT_RND_TEXT_TEMPLATE_WALK_TO""; target_event_key=""event_talk_guest""; payload_key=""target_npc"";use_push_event=true)",
>option,,,,EVT_MID_OF_WENHUAQUAN_PARTY_CHOOSE_PEOPLE_OPT0_TITLE,,,pop_event(),,,
random_event,feihualing_start,,,EVT_FEIHUALING_START_TITLE,EVT_FEIHUALING_START_DESC,,,,,
>option,feihualing_start_cancel,,,EVT_FEIHUALING_START_CANCEL_TITLE,,,pop_event(),,,
>option,feihualing_start_begin,,,EVT_FEIHUALING_START_BEGIN_TITLE,,,push_event(event_key=feihualing_choose_word),,,
random_event,feihualing_choose_word,,,EVT_FEIHUALING_CHOOSE_WORD_TITLE,EVT_FEIHUALING_CHOOSE_WORD_DESC,"random_pick(datasource_name=""feihualing_imageries""; prop_from_result=""uuid""; key_stored_context=""feihualing_words""; select_count=4)",,,"item_provider(list_key=""feihualing_words"", display_datasource=""imaginaries"", display_prop=""name"", text_template=""EVT_RND_TEXT_TEMPLATE_WRITE_ABOUT"", target_event_key=""feihualing_other_done"", payload_key=""feihualing_chosen_word"", use_push_event=true)",
random_event,feihualing_other_done,,,EVT_FEIHUALING_OTHER_DONE_TITLE,EVT_FEIHUALING_OTHER_DONE_DESC,"context_fetch(fetched_key=""feihualing_chosen_word""; datasource_name=""imaginaries""; prop_from_result=""name""; key_stored_context=""keyword"")| context_fetch(fetched_key=""feihualing_chosen_word""; datasource_name=""imaginaries""; prop_from_result=""description""; key_stored_context=""imaginary_desc"")| npc_batch_check(participants_key=""guests""; target_context_key=""npc_report""; check_prop=""TALENT""; text_template=""FEIHUALING"")",,,,
>option,feihualing_other_done_imaginary,,,EVT_FEIHUALING_OTHER_DONE_IMAGINARY_TITLE,EVT_FEIHUALING_OTHER_DONE_IMAGINARY_DESC,,imaginary_level_reward(l3_fame=50;l2_fame=20;l1_fame=0),,,
>option,feihualing_other_done_inspiration,,prop_gt(name=inspiration;val=19),EVT_FEIHUALING_OTHER_DONE_INSPIRATION_TITLE,EVT_FEIHUALING_OTHER_DONE_INSPIRATION_DESC,,pop_event(),,,
>option,feihualing_other_done_penalty,,,EVT_FEIHUALING_OTHER_DONE_PENALTY_TITLE,EVT_FEIHUALING_OTHER_DONE_PENALTY_DESC,,pop_event(),,,
random_event,request_libai_changhe,,,EVT_REQUEST_LIBAI_CHANGHE_TITLE,EVT_REQUEST_LIBAI_CHANGHE_DESC,,,,,
>option,,,,EVT_REQUEST_LIBAI_CHANGHE_OPT0_TITLE,,,flag_int_set(name=flag_libai_changhe_request; val=5) | pop_event(),,,
>option,,,,EVT_REQUEST_LIBAI_CHANGHE_OPT1_TITLE,,,flag_int_append(name=flag_relation_with_libai; val=-5) | pop_event(),,,
random_event,libai_force_changhe,,,EVT_LIBAI_FORCE_CHANGHE_TITLE,EVT_LIBAI_FORCE_CHANGHE_DESC,flag_int_set(name=flag_libai_changhe_request;val=0),,,,
>option,libai_force_changhe_accept,poem_taste: urn:poem_taste:libai_taste| taste_owner_relation_flag:flag_relation_with_libai,,EVT_LIBAI_FORCE_CHANGHE_ACCEPT_TITLE,,,pop_event(),,,urn:event_option:poem_giving_option
>option,,,,EVT_LIBAI_FORCE_CHANGHE_OPT0_TITLE,,,flag_int_append(name=flag_relation_with_libai; val=-20) | pop_event(),,,
,,,,,,,,,,
,,,,,,,,,,
 ,,,,,,,,,,
