row_type,uuid,context,requirements,title,description,on_enter,results,interruptions,template,provider
>option,,,flag_bool_has(name=__never_unlock; failed_hint=""),,目光急速扫向府门内侧，寻找那位欠过你润笔的录事参军。,,emo_add(name=ambition; val=10),,,
>option,,,,,弯下腰，将袖口往上拢了拢。,,emo_add(name=SORROW; val=8),,,
random_event,qingliu_fengying_ghostwriting,trigger_tags=[VIBE_AESTHETIC_ELEGANT:ink_stone/TARGET_NPC_DUFU:thatched_grass/action:main:jiaoyou]|weight=10|era=747_kuangda|store_to=747_kuangda.jiaoyou|archetype=jiaoyou,trait_has(name=kuangda_fengying) | emo_gt(name=ambition; val=30) | emo_lt(name=ambition; val=100),席间纸笔,酒过三巡，郑家公子从袖中摸出叠得齐整的纸，铺在湿漉漉的桌面上。“上回那首《秋兴》改得好，家父逢人便夸。”他替你斟满酒，推过来，“今日再劳烦一回。”席上无人抬眼——他们都记得上次雅集，你替这位公子的诗润色了整整一个时辰。现下纸笔已备好，砚台也摆在你手边。那支笔的笔锋微秃，正是你上次落在郑家的。,,,,,
>option,,,flag_bool_has(name=__never_unlock; failed_hint=""),,掀案而起，酒盏在席面骨碌碌滚出三尺远。,,emo_add(name=ARROGANCE; val=10),,,
>option,,,flag_bool_has(name=__never_unlock; failed_hint=""),,目光迅速扫向主位，搜寻那位致仕多年的郑老大人。,,emo_add(name=ambition; val=10),,,
>option,,,,,接过那支秃笔，在纸上落下第一个字。,,emo_add(name=SORROW; val=6) | leverage_add(target_tag="TARGET_IDENTITY_QINGLIU_OFFICIAL"; key="qingliu_academic_fraud"),,,
random_event,qingliu_fengying_aesthetic_rape,trigger_tags=[VIBE_PHILOSOPHY_ZEN:temple_bell/ACTION_ENTERTAIN_DRINK:empty_cup/action:main:baiye]|weight=10|era=747_kuangda|store_to=747_kuangda.baiye|archetype=baiye,trait_has(name=kuangda_fengying) | emo_gt(name=ambition; val=30) | emo_lt(name=ambition; val=100),朱笔圈诗眼,考官把你的诗稿推回来，朱笔在颈联上圈了一笔。圈得圆熟利落，像做过很多次。旁边那位笔吏正在抄录，抄的还是你上次递来的干谒诗——他在旁边记了三年。他抬头看你一眼，眼神里没有鄙夷，只有了然。笔尖悬在纸上，等你说改。上次你就改了。,,,,,
>option,,,flag_bool_has(name=__never_unlock; failed_hint=""),,抓起诗稿，当着他的面撕成两半，纸屑落在他的砚台里。,,emo_add(name=ARROGANCE; val=11),,,
>option,,,flag_bool_has(name=__never_unlock; failed_hint=""),,目光扫向考官身后那道门，想找个能递上话的熟人。,,emo_add(name=ambition; val=11),,,
>option,,,,,从笔吏手中接过笔，在圈定的位置一笔一笔地改。,,emo_add(name=SORROW; val=16),,,
random_event,qingliu_fengying_temple_staged,trigger_tags=[VIBE_PHILOSOPHY_ZEN:temple_bell/ENV_NATURE_SNOWSTORM:lone_snow/action:main:fangshi]|weight=10|era=747_kuangda|store_to=747_kuangda.fangshi|archetype=fangshi,trait_has(name=kuangda_fengying) | emo_gt(name=ambition; val=30) | emo_lt(name=ambition; val=100),慈恩寺雪中偶遇,“施主，上个月你也来过——那天是王给事中进香。今天亲王来，你又来了。”说完继续扫地。雪落在他刚扫过的青石上，又积了一层。殿门紧闭，里面传来亲王与方丈的谈笑，声音在雪里闷着，不太真切。,,,,,
>option,,,flag_bool_has(name=__never_unlock; failed_hint=""),,一脚踢翻殿前的铜香炉，转身踏雪而去。,,emo_add(name=ARROGANCE; val=10),,,
>option,,,flag_bool_has(name=__never_unlock; failed_hint=""),,目光扫向亲王随行的侍从，试图从某个熟面孔找到缝隙。,,emo_add(name=ambition; val=10),,,
>option,,,,,你把肩上的雪拍掉，往殿门边又挪了半步。,,emo_add(name=TRANQUILITY; val=8) | emo_add(name=SORROW; val=5),,,
