row_type,uuid,context,requirements,title,description,on_enter,results,interruptions,template,provider
>option,,,"flag_bool_has(name=__never_unlock; failed_hint=""钱袋在左袖——他甚至掂出了二十文的分量.仆从的眼白很干净,也许值一个名字.但他不是钻营者.他没有用二十文撬开过任何一扇门,他的试探没有账本可依.手指在袖口碾了碾铜钱的方孔,碾出铜锈味——仆从已经看见了那个动作,但他只是看."")",,取出二十文钱塞给仆从，附耳探问座中宾客名姓。,,prop_sub(name=money; val=10) | prop_add(name=burnout; val=5) | emo_add(name=ANGER; val=8) | prop_add(name=BURNOUT; val=3) | prop_add(name=fatigue; val=5) | flag_int_append(name=kuangda; val=-2) | prop_add(name=money; val=5) | prop_sub(name=health; val=2) | emo_add(name=AMBITION; val=10),,,
>option,,,,,将信撕作两片，掷还仆从，转身入巷。,,prop_sub(name=money; val=10) | prop_add(name=burnout; val=5) | emo_add(name=ANGER; val=8) | prop_add(name=BURNOUT; val=3) | prop_add(name=fatigue; val=5) | flag_int_append(name=kuangda; val=3) | prop_sub(name=fatigue; val=3) | prop_sub(name=money; val=20) | prop_add(name=burnout; val=10) | emo_add(name=ANGER; val=15) | emo_add(name=ARROGANCE; val=10) | imagery_add(name=ENV_NATURE_NIGHTMOON:cold_moon),,,
random_event,kuangke_zhuoliu_malicious_misinterpretation,trigger_tags=[action:main:baiye]|weight=10|era=747_kuangda|store_to=747_kuangda.baiye,trait_has(name=kuangda_kuangke),浊流设宴，诗成铁证,“野老墙低还似旧。”他停下来，看着你对旁边的人笑了一声：“这墙低，说的是谁家的墙？”旁边的人没答话。他把竹筒搁回案上，手指在“墙低”二字上敲了三下。站在你身后的随从把门帘放了下来。,,,,,
>option,,,"flag_bool_has(name=__never_unlock; failed_hint=""「膝盖已经软了——隔着襕衫能感觉到地砖的凉意.但他是那种在慈恩寺墙上题诗骂杨府的人.弯曲的骨头会戳穿这些年所有的题壁.那双膝盖停在一寸之距,悬在那里听竹筒被敲了三下.」"")",,他双膝触地，额头压上那卷诗的竹筒边缘。,,prop_sub(name=career_progress; val=8) | prop_sub(name=official_prestige; val=5) | prop_add(name=BURNOUT; val=3) | prop_add(name=fatigue; val=5) | flag_int_append(name=kuangda; val=1) | prop_sub(name=money; val=3) | emo_add(name=SORROW; val=10),,,
>option,,,"flag_bool_has(name=__never_unlock; failed_hint=""「手指已触到袖中那半块玉佩——赵参军府上换来的信物.但他不是做长线交易的人.三天前在慈恩寺墙上题诗的时候,他把账本全撕了.手指从玉佩滑到袖口,那里只剩一首被人曲解的诗.」"")",,他从袖中摸出半块玉佩，推过桌面，停在酒壶与诗卷之间。,,prop_sub(name=career_progress; val=8) | prop_sub(name=official_prestige; val=5) | prop_add(name=BURNOUT; val=3) | prop_add(name=fatigue; val=5) | flag_int_append(name=kuangda; val=-2) | prop_add(name=money; val=5) | prop_sub(name=health; val=2) | emo_add(name=AMBITION; val=10),,,
>option,,,,,他伸手取过那壶没人斟的酒，自己斟满，一饮而尽。,,prop_sub(name=career_progress; val=8) | prop_sub(name=official_prestige; val=5) | prop_add(name=BURNOUT; val=3) | prop_add(name=fatigue; val=5) | flag_int_append(name=kuangda; val=3) | prop_sub(name=fatigue; val=3) | prop_sub(name=career_progress; val=16) | prop_sub(name=official_prestige; val=10) | prop_add(name=literary_fame; val=5) | emo_add(name=ARROGANCE; val=21) | imagery_add(name=ACTION_TRAVEL_BOAT:lone_sail),,,
random_event,kuangke_zhuoliu_toxic_patron,trigger_tags=[action:main:fangshi]|weight=10|era=747_kuangda|store_to=747_kuangda.fangshi,trait_has(name=kuangda_kuangke),画为饵,“吴道子真迹。主上说，先生是长安城里少数不用钱能砸动的人。”他顿了顿，“所以不用钱——用画。先生点评两句，就带走。”茶盏在他右手边冒着热气，你的那盏搁在茶几左侧，隔着一张空椅子。,,,,,
>option,,,"flag_bool_has(name=__never_unlock; failed_hint=""茶盏就在茶几左侧.端起来,说两句,画就是你的.但我的后颈被人焊住了一样——不是不能弯,是在这间屋子里弯下去的那个姿势,已经被我十年前在洛阳写下的句子封死了.他掂画轴的手还在等我."")",,端起茶盏，说出他想听的那两句评语。,,prop_sub(name=money; val=8) | prop_sub(name=health; val=3) | prop_add(name=burnout; val=3) | prop_add(name=BURNOUT; val=3) | prop_add(name=fatigue; val=5) | flag_int_append(name=kuangda; val=1) | prop_sub(name=money; val=3) | emo_add(name=SORROW; val=10),,,
>option,,,"flag_bool_has(name=__never_unlock; failed_hint=""落款处有个篆书印——我隔着三步看清了,是某位致仕宰相的私章.这线索可以撬开半扇门.但我没有跟过谁的门路,没有替谁递过信.一张印谱认出来又如何,我手里没有一件能跟它接上的东西."")",,先从画轴落款处辨认藏家来历，再开口询价。,,prop_sub(name=money; val=8) | prop_sub(name=health; val=3) | prop_add(name=burnout; val=3) | prop_add(name=BURNOUT; val=3) | prop_add(name=fatigue; val=5) | flag_int_append(name=kuangda; val=-2) | prop_add(name=money; val=5) | prop_sub(name=health; val=2) | emo_add(name=AMBITION; val=10),,,
>option,,,,,看也不看那幅画，起身朝门外走去。,,prop_sub(name=money; val=8) | prop_sub(name=health; val=3) | prop_add(name=burnout; val=3) | prop_add(name=BURNOUT; val=3) | prop_add(name=fatigue; val=5) | flag_int_append(name=kuangda; val=3) | prop_sub(name=fatigue; val=3) | prop_sub(name=money; val=15) | prop_sub(name=health; val=5) | prop_add(name=burnout; val=5) | emo_add(name=TRANQUILITY; val=15) | emo_sub(name=ARROGANCE; val=5) | imagery_add(name=VIBE_PHILOSOPHY_ZEN:temple_bell),,,
random_event,kuangke_zhuoliu_bleeding_smile,trigger_tags=[action:main:duzhuo]|weight=10|era=747_kuangda|store_to=747_kuangda.duzhuo,trait_has(name=kuangda_kuangke),雪阶,腊月的雪积在李相府的石阶上。你站了一个时辰，鞋底已经和冰面粘在一起。门开时，出来的是周七——上次雅集上你当众说他那首咏梅诗是“隔夜茶渣，无味”。他站在阶上，比你高三级。身后的暖阁里，酒令声和笑声从棉帘缝隙漏出来。“杜先生又来递诗了？”他不让道，袖口拢着手炉，语气里有种微妙的满足感，“上回不是说不写干谒诗了吗？”他看着你肩头的积雪，等一个回答。暖阁里有人喊了一声，叫他把门带上——别让风进来。,,,,,
>option,,,"flag_bool_has(name=__never_unlock; failed_hint=""膝盖已经松了.那三级台阶在眼前铺开——只要矮下去,暖阁的门就会开.但他不是能矮下去的人.上次雅集上驳诗时他用了""隔夜茶渣""四个字,这四个字现在卡在他的膝关节里,比冰还硬.门帘又动了一下,酒令声更大——那是另一个世界,一个他亲手把门闩上的世界."")",,双膝落在阶石上，从袖中取出诗卷双手呈上。,,prop_add(name=sick; val=9) | prop_add(name=burnout; val=6) | prop_add(name=BURNOUT; val=3) | prop_add(name=fatigue; val=6) | flag_int_append(name=kuangda; val=1) | prop_sub(name=money; val=3) | emo_add(name=SORROW; val=11),,,
>option,,,"flag_bool_has(name=__never_unlock; failed_hint=""手指已经摸到那封名帖的边角——绢面,比李相那封还考究.但递出去算什么?周七在相府做了十二年清客,他连一首咏梅诗都写不好——这种人的门路,他需要三年前就开始铺.他袖中的手指松开了名帖.绢面滑回袖底,凉得和外面的雪没有区别."")",,从怀中取出另一封名帖——不是给李相的，是给这位清客的。,,prop_add(name=sick; val=9) | prop_add(name=burnout; val=6) | prop_add(name=BURNOUT; val=3) | prop_add(name=fatigue; val=6) | flag_int_append(name=kuangda; val=-2) | prop_add(name=money; val=6) | prop_sub(name=health; val=2) | emo_add(name=AMBITION; val=11),,,
>option,,,,,转身，背对暖阁的灯火，踏着来时的脚印走回雪里。,,prop_add(name=sick; val=9) | prop_add(name=burnout; val=6) | prop_add(name=BURNOUT; val=3) | prop_add(name=fatigue; val=6) | flag_int_append(name=kuangda; val=3) | prop_sub(name=fatigue; val=3) | prop_sub(name=health; val=16) | prop_add(name=sick; val=11) | prop_add(name=burnout; val=11) | emo_add(name=ARROGANCE; val=28) | emo_add(name=SORROW; val=16) | imagery_add(name=ENV_NATURE_SNOWSTORM:lone_snow),,,
