row_type,uuid,context,requirements,title,description,on_enter,results,interruptions,template,provider
>option,,,,,EVT_747KUANGDA_DENGGAO_LEYOU_MORNING_EMOTION_SORROW_OPT1_DESC,,emo_add(name=SORROW; val=5) | emo_add(name=SORROW; val=5),,,
>option,,,trait_has(name=kuangda_zuanying),,EVT_747KUANGDA_DENGGAO_LEYOU_MORNING_EMOTION_SORROW_OPT2_DESC,,emo_add(name=SORROW; val=5) | emo_add(name=ambition; val=20) | emo_add(name=ANGER; val=10) | imagery_add(name=lone_snow),,,
random_event,747kuangda_denggao_leyou_morning_emotion_ambition,trigger_tags=[ENV_POLITICS_PROSPER:cloud_and_sun/ENV_NATURE_SNOWSTORM:lone_snow/ACTION_TRAVEL_CLIMB:high_tower/action:scene_denggao_leyou_morning/emotion_pair:pair_ambition/TARGET_FACTION_ROYAL:jade_step/TARGET_MYTH_GIANTROC:giant_roc]|weight=10|era=747_kuangda|archetype=denggao,emo_gt(name=ambition; val=30)|emo_lt(name=ambition; val=100),EVT_747KUANGDA_DENGGAO_LEYOU_MORNING_EMOTION_AMBITION_TITLE,EVT_747KUANGDA_DENGGAO_LEYOU_MORNING_EMOTION_AMBITION_DESC,,,,,
>option,,,trait_has(name=kuangda_kuangke),,EVT_747KUANGDA_DENGGAO_LEYOU_MORNING_EMOTION_AMBITION_OPT0_DESC,,emo_add(name=ambition; val=6) | emo_add(name=TRANQUILITY; val=11) | imagery_add(name=cloud_and_sun),,,
>option,,,,,EVT_747KUANGDA_DENGGAO_LEYOU_MORNING_EMOTION_AMBITION_OPT1_DESC,,emo_add(name=ambition; val=6) | emo_add(name=SORROW; val=6),,,
>option,,,trait_has(name=kuangda_zuanying),,EVT_747KUANGDA_DENGGAO_LEYOU_MORNING_EMOTION_AMBITION_OPT2_DESC,,emo_add(name=ambition; val=6) | emo_add(name=ambition; val=22) | emo_add(name=ANGER; val=11) | imagery_add(name=high_tower),,,
random_event,747kuangda_denggao_leyou_morning_emotion_numbness,trigger_tags=[ENV_POLITICS_PROSPER:cloud_and_sun/ENV_NATURE_SNOWSTORM:lone_snow/ACTION_TRAVEL_CLIMB:high_tower/action:scene_denggao_leyou_morning/emotion_pair:pair_numbness/VIBE_PHILOSOPHY_ZEN:incense_ash/TARGET_NPC_DUFU:thatched_grass]|weight=10|era=747_kuangda|archetype=denggao,emo_gt(name=ambition; val=30)|emo_lt(name=ambition; val=100),EVT_747KUANGDA_DENGGAO_LEYOU_MORNING_EMOTION_NUMBNESS_TITLE,EVT_747KUANGDA_DENGGAO_LEYOU_MORNING_EMOTION_NUMBNESS_DESC,,,,,
>option,,,trait_has(name=kuangda_kuangke),,EVT_747KUANGDA_DENGGAO_LEYOU_MORNING_EMOTION_NUMBNESS_OPT0_DESC,,emo_add(name=TRANQUILITY; val=10),,,
>option,,,,,EVT_747KUANGDA_DENGGAO_LEYOU_MORNING_EMOTION_NUMBNESS_OPT1_DESC,,emo_add(name=SORROW; val=5) | imagery_add(name=lone_snow),,,
>option,,,trait_has(name=kuangda_zuanying),,EVT_747KUANGDA_DENGGAO_LEYOU_MORNING_EMOTION_NUMBNESS_OPT2_DESC,,emo_add(name=ambition; val=19) | emo_add(name=ANGER; val=10) | imagery_add(name=high_tower),,,
random_event,747kuangda_denggao_leyou_night_emotion_tranquility,trigger_tags=[ENV_NATURE_NIGHTMOON:cold_moon/ENV_NATURE_AUTUMNWIND:falling_leaf/ACTION_TRAVEL_CLIMB:high_tower/action:scene_denggao_leyou_night/emotion_pair:pair_tranquility/VIBE_PHILOSOPHY_ZEN:temple_bell/ENV_NATURE_SNOWSTORM:lone_snow]|weight=10|era=747_kuangda|archetype=denggao,emo_gt(name=ambition; val=30)|emo_lt(name=ambition; val=100),EVT_747KUANGDA_DENGGAO_LEYOU_NIGHT_EMOTION_TRANQUILITY_TITLE,EVT_747KUANGDA_DENGGAO_LEYOU_NIGHT_EMOTION_TRANQUILITY_DESC,,,,,
>option,,,trait_has(name=kuangda_kuangke),,EVT_747KUANGDA_DENGGAO_LEYOU_NIGHT_EMOTION_TRANQUILITY_OPT0_DESC,,emo_add(name=TRANQUILITY; val=5) | emo_add(name=TRANQUILITY; val=10) | imagery_add(name=cold_moon),,,
>option,,,,,EVT_747KUANGDA_DENGGAO_LEYOU_NIGHT_EMOTION_TRANQUILITY_OPT1_DESC,,emo_add(name=TRANQUILITY; val=5) | emo_add(name=SORROW; val=5),,,
>option,,,trait_has(name=kuangda_zuanying),,EVT_747KUANGDA_DENGGAO_LEYOU_NIGHT_EMOTION_TRANQUILITY_OPT2_DESC,,emo_add(name=TRANQUILITY; val=5) | emo_add(name=ambition; val=20) | emo_add(name=ANGER; val=10),,,
random_event,747kuangda_denggao_leyou_night_emotion_sorrow,trigger_tags=[ENV_NATURE_NIGHTMOON:cold_moon/ENV_NATURE_AUTUMNWIND:falling_leaf/ACTION_TRAVEL_CLIMB:high_tower/action:scene_denggao_leyou_night/emotion_pair:pair_sorrow/VIBE_THEME_HISTORY:ruined_wall/ENV_NATURE_AUTUMNWIND:falling_leaf]|weight=10|era=747_kuangda|archetype=denggao,emo_gt(name=ambition; val=30)|emo_lt(name=ambition; val=100),EVT_747KUANGDA_DENGGAO_LEYOU_NIGHT_EMOTION_SORROW_TITLE,EVT_747KUANGDA_DENGGAO_LEYOU_NIGHT_EMOTION_SORROW_DESC,,,,,
>option,,,trait_has(name=kuangda_kuangke),,EVT_747KUANGDA_DENGGAO_LEYOU_NIGHT_EMOTION_SORROW_OPT0_DESC,,emo_add(name=SORROW; val=5) | emo_add(name=TRANQUILITY; val=10) | imagery_add(name=high_tower),,,
>option,,,,,EVT_747KUANGDA_DENGGAO_LEYOU_NIGHT_EMOTION_SORROW_OPT1_DESC,,emo_add(name=SORROW; val=5) | emo_add(name=SORROW; val=5),,,
>option,,,trait_has(name=kuangda_zuanying),,EVT_747KUANGDA_DENGGAO_LEYOU_NIGHT_EMOTION_SORROW_OPT2_DESC,,emo_add(name=SORROW; val=5) | emo_add(name=ambition; val=20) | emo_add(name=ANGER; val=10) | imagery_add(name=cold_moon),,,
random_event,747kuangda_denggao_leyou_night_emotion_numbness,trigger_tags=[ENV_NATURE_NIGHTMOON:cold_moon/ENV_NATURE_AUTUMNWIND:falling_leaf/ACTION_TRAVEL_CLIMB:high_tower/action:scene_denggao_leyou_night/emotion_pair:pair_numbness/VIBE_PHILOSOPHY_ZEN:incense_ash/TARGET_NPC_DUFU:thatched_grass]|weight=10|era=747_kuangda|archetype=denggao,emo_gt(name=ambition; val=30)|emo_lt(name=ambition; val=100),EVT_747KUANGDA_DENGGAO_LEYOU_NIGHT_EMOTION_NUMBNESS_TITLE,EVT_747KUANGDA_DENGGAO_LEYOU_NIGHT_EMOTION_NUMBNESS_DESC,,,,,
>option,,,trait_has(name=kuangda_kuangke),,EVT_747KUANGDA_DENGGAO_LEYOU_NIGHT_EMOTION_NUMBNESS_OPT0_DESC,,emo_add(name=TRANQUILITY; val=10),,,
>option,,,,,EVT_747KUANGDA_DENGGAO_LEYOU_NIGHT_EMOTION_NUMBNESS_OPT1_DESC,,emo_add(name=SORROW; val=5) | imagery_add(name=cold_moon),,,
>option,,,trait_has(name=kuangda_zuanying),,EVT_747KUANGDA_DENGGAO_LEYOU_NIGHT_EMOTION_NUMBNESS_OPT2_DESC,,emo_add(name=ambition; val=19) | emo_add(name=ANGER; val=10) | imagery_add(name=falling_leaf),,,
random_event,747kuangda_denggao_pagoda_morning_emotion_arrogance,trigger_tags=[VIBE_PHILOSOPHY_ZEN:temple_bell/TARGET_FACTION_ROYAL:jade_step/TARGET_MYTH_GIANTROC:giant_roc/ACTION_TRAVEL_CLIMB:high_tower/action:scene_denggao_pagoda_morning/emotion_pair:pair_arrogance/TARGET_OBJECT_SWORD:cold_blade/TARGET_NPC_LIBAI:wine_gourd]|weight=10|era=747_kuangda|archetype=denggao,emo_gt(name=ambition; val=30)|emo_lt(name=ambition; val=100),EVT_747KUANGDA_DENGGAO_PAGODA_MORNING_EMOTION_ARROGANCE_TITLE,EVT_747KUANGDA_DENGGAO_PAGODA_MORNING_EMOTION_ARROGANCE_DESC,,,,,
>option,,,trait_has(name=kuangda_kuangke),,EVT_747KUANGDA_DENGGAO_PAGODA_MORNING_EMOTION_ARROGANCE_OPT0_DESC,,emo_add(name=ARROGANCE; val=5) | emo_add(name=TRANQUILITY; val=10) | imagery_add(name=jade_step),,,
>option,,,,,EVT_747KUANGDA_DENGGAO_PAGODA_MORNING_EMOTION_ARROGANCE_OPT1_DESC,,emo_add(name=ARROGANCE; val=5) | emo_add(name=SORROW; val=5),,,
>option,,,trait_has(name=kuangda_zuanying),,EVT_747KUANGDA_DENGGAO_PAGODA_MORNING_EMOTION_ARROGANCE_OPT2_DESC,,emo_add(name=ARROGANCE; val=5) | emo_add(name=ambition; val=20) | emo_add(name=ANGER; val=10) | imagery_add(name=high_tower),,,
random_event,747kuangda_denggao_pagoda_morning_emotion_tranquility,trigger_tags=[VIBE_PHILOSOPHY_ZEN:temple_bell/TARGET_FACTION_ROYAL:jade_step/TARGET_MYTH_GIANTROC:giant_roc/ACTION_TRAVEL_CLIMB:high_tower/action:scene_denggao_pagoda_morning/emotion_pair:pair_tranquility/VIBE_PHILOSOPHY_ZEN:temple_bell/ENV_NATURE_SNOWSTORM:lone_snow]|weight=10|era=747_kuangda|archetype=denggao,emo_gt(name=ambition; val=30)|emo_lt(name=ambition; val=100),EVT_747KUANGDA_DENGGAO_PAGODA_MORNING_EMOTION_TRANQUILITY_TITLE,EVT_747KUANGDA_DENGGAO_PAGODA_MORNING_EMOTION_TRANQUILITY_DESC,,,,,
>option,,,trait_has(name=kuangda_kuangke),,EVT_747KUANGDA_DENGGAO_PAGODA_MORNING_EMOTION_TRANQUILITY_OPT0_DESC,,emo_add(name=TRANQUILITY; val=5) | emo_add(name=TRANQUILITY; val=10) | imagery_add(name=temple_bell),,,
>option,,,,,EVT_747KUANGDA_DENGGAO_PAGODA_MORNING_EMOTION_TRANQUILITY_OPT1_DESC,,emo_add(name=TRANQUILITY; val=5) | emo_add(name=SORROW; val=5),,,
>option,,,trait_has(name=kuangda_zuanying),,EVT_747KUANGDA_DENGGAO_PAGODA_MORNING_EMOTION_TRANQUILITY_OPT2_DESC,,emo_add(name=TRANQUILITY; val=5) | emo_add(name=ambition; val=20) | emo_add(name=ANGER; val=10) | imagery_add(name=jade_step),,,
random_event,747kuangda_denggao_pagoda_morning_emotion_ambition,trigger_tags=[VIBE_PHILOSOPHY_ZEN:temple_bell/TARGET_FACTION_ROYAL:jade_step/TARGET_MYTH_GIANTROC:giant_roc/ACTION_TRAVEL_CLIMB:high_tower/action:scene_denggao_pagoda_morning/emotion_pair:pair_ambition/TARGET_FACTION_ROYAL:jade_step/TARGET_MYTH_GIANTROC:giant_roc]|weight=10|era=747_kuangda|archetype=denggao,emo_gt(name=ambition; val=30)|emo_lt(name=ambition; val=100),EVT_747KUANGDA_DENGGAO_PAGODA_MORNING_EMOTION_AMBITION_TITLE,EVT_747KUANGDA_DENGGAO_PAGODA_MORNING_EMOTION_AMBITION_DESC,,,,,
>option,,,trait_has(name=kuangda_kuangke),,EVT_747KUANGDA_DENGGAO_PAGODA_MORNING_EMOTION_AMBITION_OPT0_DESC,,emo_add(name=ambition; val=6) | emo_add(name=TRANQUILITY; val=11) | imagery_add(name=jade_step),,,
>option,,,,,EVT_747KUANGDA_DENGGAO_PAGODA_MORNING_EMOTION_AMBITION_OPT1_DESC,,emo_add(name=ambition; val=6) | emo_add(name=SORROW; val=6),,,
>option,,,trait_has(name=kuangda_zuanying),,EVT_747KUANGDA_DENGGAO_PAGODA_MORNING_EMOTION_AMBITION_OPT2_DESC,,emo_add(name=ambition; val=6) | emo_add(name=ambition; val=22) | emo_add(name=ANGER; val=11) | imagery_add(name=jade_step),,,
random_event,747kuangda_denggao_pagoda_night_emotion_tranquility,trigger_tags=[ENV_NATURE_NIGHTMOON:cold_moon/VIBE_THEME_HISTORY:ruined_wall/VIBE_PHILOSOPHY_ZEN:incense_ash/ACTION_TRAVEL_CLIMB:high_tower/action:scene_denggao_pagoda_night/emotion_pair:pair_tranquility/VIBE_PHILOSOPHY_ZEN:temple_bell/ENV_NATURE_SNOWSTORM:lone_snow]|weight=10|era=747_kuangda|archetype=denggao,emo_gt(name=ambition; val=30)|emo_lt(name=ambition; val=100),EVT_747KUANGDA_DENGGAO_PAGODA_NIGHT_EMOTION_TRANQUILITY_TITLE,EVT_747KUANGDA_DENGGAO_PAGODA_NIGHT_EMOTION_TRANQUILITY_DESC,,,,,
>option,,,trait_has(name=kuangda_kuangke),,EVT_747KUANGDA_DENGGAO_PAGODA_NIGHT_EMOTION_TRANQUILITY_OPT0_DESC,,emo_add(name=TRANQUILITY; val=5) | emo_add(name=TRANQUILITY; val=10) | imagery_add(name=cold_moon),,,
>option,,,,,EVT_747KUANGDA_DENGGAO_PAGODA_NIGHT_EMOTION_TRANQUILITY_OPT1_DESC,,emo_add(name=TRANQUILITY; val=5) | emo_add(name=SORROW; val=5),,,
>option,,,trait_has(name=kuangda_zuanying),,EVT_747KUANGDA_DENGGAO_PAGODA_NIGHT_EMOTION_TRANQUILITY_OPT2_DESC,,emo_add(name=TRANQUILITY; val=5) | emo_add(name=ambition; val=20) | emo_add(name=ANGER; val=10),,,
random_event,747kuangda_denggao_pagoda_night_emotion_numbness,trigger_tags=[ENV_NATURE_NIGHTMOON:cold_moon/VIBE_THEME_HISTORY:ruined_wall/VIBE_PHILOSOPHY_ZEN:incense_ash/ACTION_TRAVEL_CLIMB:high_tower/action:scene_denggao_pagoda_night/emotion_pair:pair_numbness/VIBE_PHILOSOPHY_ZEN:incense_ash/TARGET_NPC_DUFU:thatched_grass]|weight=10|era=747_kuangda|archetype=denggao,emo_gt(name=ambition; val=30)|emo_lt(name=ambition; val=100),EVT_747KUANGDA_DENGGAO_PAGODA_NIGHT_EMOTION_NUMBNESS_TITLE,EVT_747KUANGDA_DENGGAO_PAGODA_NIGHT_EMOTION_NUMBNESS_DESC,,,,,
>option,,,trait_has(name=kuangda_kuangke),,EVT_747KUANGDA_DENGGAO_PAGODA_NIGHT_EMOTION_NUMBNESS_OPT0_DESC,,emo_add(name=TRANQUILITY; val=10),,,
>option,,,,,EVT_747KUANGDA_DENGGAO_PAGODA_NIGHT_EMOTION_NUMBNESS_OPT1_DESC,,emo_add(name=SORROW; val=5) | imagery_add(name=cold_moon),,,
>option,,,trait_has(name=kuangda_zuanying),,EVT_747KUANGDA_DENGGAO_PAGODA_NIGHT_EMOTION_NUMBNESS_OPT2_DESC,,emo_add(name=ambition; val=19) | emo_add(name=ANGER; val=10) | imagery_add(name=ruined_wall),,,
random_event,747kuangda_denggao_shaoling_morning_emotion_anger,trigger_tags=[TARGET_NPC_DUFU:thatched_grass/ENV_SOCIETY_FAMINE:starving_bone/VIBE_THEME_HISTORY:ruined_wall/ACTION_TRAVEL_CLIMB:high_tower/action:scene_denggao_shaoling_morning/emotion_pair:pair_anger/TARGET_FACTION_MILITARY:torn_flag/ENV_SOCIETY_WAR:blood_stain]|weight=10|era=747_kuangda|archetype=denggao,emo_gt(name=ambition; val=30)|emo_lt(name=ambition; val=100),EVT_747KUANGDA_DENGGAO_SHAOLING_MORNING_EMOTION_ANGER_TITLE,EVT_747KUANGDA_DENGGAO_SHAOLING_MORNING_EMOTION_ANGER_DESC,,,,,
>option,,,trait_has(name=kuangda_kuangke),,EVT_747KUANGDA_DENGGAO_SHAOLING_MORNING_EMOTION_ANGER_OPT0_DESC,,emo_add(name=ANGER; val=5) | emo_add(name=TRANQUILITY; val=10) | imagery_add(name=starving_bone),,,
>option,,,,,EVT_747KUANGDA_DENGGAO_SHAOLING_MORNING_EMOTION_ANGER_OPT1_DESC,,emo_add(name=ANGER; val=5) | emo_add(name=SORROW; val=5),,,
>option,,,trait_has(name=kuangda_zuanying),,EVT_747KUANGDA_DENGGAO_SHAOLING_MORNING_EMOTION_ANGER_OPT2_DESC,,emo_add(name=ANGER; val=5) | emo_add(name=ambition; val=21) | emo_add(name=ANGER; val=10) | imagery_add(name=starving_bone),,,
random_event,747kuangda_denggao_shaoling_morning_emotion_sorrow,trigger_tags=[TARGET_NPC_DUFU:thatched_grass/ENV_SOCIETY_FAMINE:starving_bone/VIBE_THEME_HISTORY:ruined_wall/ACTION_TRAVEL_CLIMB:high_tower/action:scene_denggao_shaoling_morning/emotion_pair:pair_sorrow/VIBE_THEME_HISTORY:ruined_wall/ENV_NATURE_AUTUMNWIND:falling_leaf]|weight=10|era=747_kuangda|archetype=denggao,emo_gt(name=ambition; val=30)|emo_lt(name=ambition; val=100),EVT_747KUANGDA_DENGGAO_SHAOLING_MORNING_EMOTION_SORROW_TITLE,EVT_747KUANGDA_DENGGAO_SHAOLING_MORNING_EMOTION_SORROW_DESC,,,,,
>option,,,trait_has(name=kuangda_kuangke),,EVT_747KUANGDA_DENGGAO_SHAOLING_MORNING_EMOTION_SORROW_OPT0_DESC,,emo_add(name=SORROW; val=5) | emo_add(name=TRANQUILITY; val=10) | imagery_add(name=starving_bone),,,
>option,,,,,EVT_747KUANGDA_DENGGAO_SHAOLING_MORNING_EMOTION_SORROW_OPT1_DESC,,emo_add(name=SORROW; val=5) | emo_add(name=SORROW; val=5),,,
>option,,,trait_has(name=kuangda_zuanying),,EVT_747KUANGDA_DENGGAO_SHAOLING_MORNING_EMOTION_SORROW_OPT2_DESC,,emo_add(name=SORROW; val=5) | emo_add(name=ambition; val=20) | emo_add(name=ANGER; val=10) | imagery_add(name=thatched_grass),,,
random_event,747kuangda_denggao_shaoling_night_emotion_anger,trigger_tags=[VIBE_THEME_MACABRE:ghost_fire/ENV_NATURE_NIGHTMOON:cold_moon/ENV_NATURE_AUTUMNWIND:falling_leaf/ACTION_TRAVEL_CLIMB:high_tower/action:scene_denggao_shaoling_night/emotion_pair:pair_anger/TARGET_FACTION_MILITARY:torn_flag/ENV_SOCIETY_WAR:blood_stain]|weight=10|era=747_kuangda|archetype=denggao,emo_gt(name=ambition; val=30)|emo_lt(name=ambition; val=100),EVT_747KUANGDA_DENGGAO_SHAOLING_NIGHT_EMOTION_ANGER_TITLE,EVT_747KUANGDA_DENGGAO_SHAOLING_NIGHT_EMOTION_ANGER_DESC,,,,,
>option,,,trait_has(name=kuangda_kuangke),,EVT_747KUANGDA_DENGGAO_SHAOLING_NIGHT_EMOTION_ANGER_OPT0_DESC,,emo_add(name=ANGER; val=5) | emo_add(name=TRANQUILITY; val=10) | imagery_add(name=ghost_fire),,,
>option,,,,,EVT_747KUANGDA_DENGGAO_SHAOLING_NIGHT_EMOTION_ANGER_OPT1_DESC,,emo_add(name=ANGER; val=5) | emo_add(name=SORROW; val=5),,,
>option,,,trait_has(name=kuangda_zuanying),,EVT_747KUANGDA_DENGGAO_SHAOLING_NIGHT_EMOTION_ANGER_OPT2_DESC,,emo_add(name=ANGER; val=5) | emo_add(name=ambition; val=21) | emo_add(name=ANGER; val=10) | imagery_add(name=ghost_fire),,,
random_event,747kuangda_denggao_shaoling_night_emotion_sorrow,trigger_tags=[VIBE_THEME_MACABRE:ghost_fire/ENV_NATURE_NIGHTMOON:cold_moon/ENV_NATURE_AUTUMNWIND:falling_leaf/ACTION_TRAVEL_CLIMB:high_tower/action:scene_denggao_shaoling_night/emotion_pair:pair_sorrow/VIBE_THEME_HISTORY:ruined_wall/ENV_NATURE_AUTUMNWIND:falling_leaf]|weight=10|era=747_kuangda|archetype=denggao,emo_gt(name=ambition; val=30)|emo_lt(name=ambition; val=100),EVT_747KUANGDA_DENGGAO_SHAOLING_NIGHT_EMOTION_SORROW_TITLE,EVT_747KUANGDA_DENGGAO_SHAOLING_NIGHT_EMOTION_SORROW_DESC,,,,,
>option,,,trait_has(name=kuangda_kuangke),,EVT_747KUANGDA_DENGGAO_SHAOLING_NIGHT_EMOTION_SORROW_OPT0_DESC,,emo_add(name=SORROW; val=5) | emo_add(name=TRANQUILITY; val=10) | imagery_add(name=ghost_fire),,,
>option,,,,,EVT_747KUANGDA_DENGGAO_SHAOLING_NIGHT_EMOTION_SORROW_OPT1_DESC,,emo_add(name=SORROW; val=5) | emo_add(name=SORROW; val=5),,,
>option,,,trait_has(name=kuangda_zuanying),,EVT_747KUANGDA_DENGGAO_SHAOLING_NIGHT_EMOTION_SORROW_OPT2_DESC,,emo_add(name=SORROW; val=5) | emo_add(name=ambition; val=20) | emo_add(name=ANGER; val=10) | imagery_add(name=cold_moon),,,
random_event,747kuangda_denggao_shaoling_night_emotion_numbness,trigger_tags=[VIBE_THEME_MACABRE:ghost_fire/ENV_NATURE_NIGHTMOON:cold_moon/ENV_NATURE_AUTUMNWIND:falling_leaf/ACTION_TRAVEL_CLIMB:high_tower/action:scene_denggao_shaoling_night/emotion_pair:pair_numbness/VIBE_PHILOSOPHY_ZEN:incense_ash/TARGET_NPC_DUFU:thatched_grass]|weight=10|era=747_kuangda|archetype=denggao,emo_gt(name=ambition; val=30)|emo_lt(name=ambition; val=100),EVT_747KUANGDA_DENGGAO_SHAOLING_NIGHT_EMOTION_NUMBNESS_TITLE,EVT_747KUANGDA_DENGGAO_SHAOLING_NIGHT_EMOTION_NUMBNESS_DESC,,,,,
>option,,,trait_has(name=kuangda_kuangke),,EVT_747KUANGDA_DENGGAO_SHAOLING_NIGHT_EMOTION_NUMBNESS_OPT0_DESC,,emo_add(name=TRANQUILITY; val=10),,,
>option,,,,,EVT_747KUANGDA_DENGGAO_SHAOLING_NIGHT_EMOTION_NUMBNESS_OPT1_DESC,,emo_add(name=SORROW; val=5) | imagery_add(name=cold_moon),,,
>option,,,trait_has(name=kuangda_zuanying),,EVT_747KUANGDA_DENGGAO_SHAOLING_NIGHT_EMOTION_NUMBNESS_OPT2_DESC,,emo_add(name=ambition; val=19) | emo_add(name=ANGER; val=10) | imagery_add(name=ghost_fire),,,
