row_type,uuid,context,requirements,title,description,on_enter,results,interruptions,template,provider
>option,,,,,倚栏而立，任晨雾沾湿衣襟，目光平静如初。,,prop_add(name=sorrow; val=5) | prop_sub(name=health; val=1) | prop_add(name=kuangda; val=1) | prop_sub(name=money; val=2) | imagery_add(name=ENV_NATURE_SNOWSTORM:lone_snow),,,
>option,,,,,见有官人登原，快步迎上，躬身行礼，陪笑问安。,,prop_add(name=sorrow; val=5) | prop_sub(name=health; val=1) | prop_add(name=kuangda; val=-1) | prop_add(name=money; val=3) | prop_sub(name=health; val=1) | imagery_add(name=ENV_NATURE_SNOWSTORM:lone_snow),,,
random_event,747kuangda_denggao_leyou_morning_emotion_ambition,trigger_tags=[action:scene_denggao_leyou_morning]|weight=10|era=747_kuangda|store_to=747_kuangda.denggao.leyou_morning,"prop_gt(name=ambition,val=30),prop_lt(name=ambition,val=100)",晨雾中的权力地图,一辆没有标识的青呢马车正在等待开坊。南边的九寺三监，衙署的门槛被文书卷宗磨得锃亮。风吹过，送来几声早朝的鞭响。高处能看见太多东西：巷口卖胡饼的摊车、御街上刚换的朱漆栅栏、新科进士们暂住的旅舍飘出的酒幌子。晨光里，这些层次分明地排列着。有位小吏从你身边走过，怀里抱着厚厚一叠名刺——上面压着不同衙门的红印。他走得很快，衣角带起一阵风。雾气彻底散尽时，你能看见大明宫含元殿的鸱吻在阳光下闪光。,,,,,
>option,,,,,转身背对长安城，望着终南山方向，吐出一口浊气，不发一言。,,prop_add(name=ambition; val=5.5) | prop_sub(name=fatigue; val=5.5) | prop_add(name=kuangda; val=2.2) | prop_sub(name=fatigue; val=3.3000000000000003) | imagery_add(name=ENV_POLITICS_PROSPER:cloud_and_sun),,,
>option,,,,,双手扶住石栏，目光缓慢扫过城中每个坊角，任由晨风灌满衣袍。,,prop_add(name=ambition; val=5.5) | prop_sub(name=fatigue; val=5.5) | prop_add(name=kuangda; val=1.1) | prop_sub(name=money; val=2.2) | imagery_add(name=ENV_NATURE_SNOWSTORM:lone_snow),,,
>option,,,,,朝城东某处朱门方向欠身，整理衣襟，似在默记门前车马的顺序。,,prop_add(name=ambition; val=5.5) | prop_sub(name=fatigue; val=5.5) | prop_add(name=kuangda; val=-1.1) | prop_add(name=money; val=3.3000000000000003) | prop_sub(name=health; val=1.1) | imagery_add(name=ENV_POLITICS_PROSPER:cloud_and_sun),,,
random_event,747kuangda_denggao_leyou_morning_emotion_fatigue,trigger_tags=[action:scene_denggao_leyou_morning]|weight=10|era=747_kuangda|store_to=747_kuangda.denggao.leyou_morning,"prop_gt(name=ambition,val=30),prop_lt(name=ambition,val=100)",靠栏听长安,晨雾散尽时，你才爬到乐游原顶。双腿酸得发胀，扶着石栏喘了好一会儿才缓过劲。长安城在脚下铺开——坊市间的骡马嘶鸣、店铺卸门板的咣当声、早市摊贩的吆喝，顺着雾气升上来，一股脑儿涌进耳朵。你靠着石栏坐下，膝盖骨咔嚓响了一声。终南山影在雾中模糊着，看不清轮廓。阳光照到手臂上，暖意透不过衣袖。,,,,,
>option,,,,,把酒壶重重蹲在石栏上，转身背对长安城。,,prop_sub(name=fatigue; val=7.6) | prop_add(name=kuangda; val=1.9) | prop_sub(name=fatigue; val=2.8499999999999996) | imagery_add(name=ENV_NATURE_SNOWSTORM:lone_snow),,,
>option,,,,,闭眼靠着石柱，任晨风灌满旧衣袍。,,prop_sub(name=fatigue; val=7.6) | prop_add(name=kuangda; val=0.95) | prop_sub(name=money; val=1.9) | imagery_add(name=ENV_NATURE_SNOWSTORM:lone_snow),,,
>option,,,,,听见马蹄声立刻站直，拢着袖子低头候着。,,prop_sub(name=fatigue; val=7.6) | prop_add(name=kuangda; val=-0.95) | prop_add(name=money; val=2.8499999999999996) | prop_sub(name=health; val=0.95) | imagery_add(name=ACTION_TRAVEL_CLIMB:high_tower),,,
random_event,747kuangda_denggao_leyou_night_emotion_tranquility,trigger_tags=[action:scene_denggao_leyou_night]|weight=10|era=747_kuangda|store_to=747_kuangda.denggao.leyou_night,"prop_gt(name=ambition,val=30),prop_lt(name=ambition,val=100)",乐游原夜凭栏,入夜后登上乐游原。长安城在脚下铺开，千家万户的灯火连成一片。晚风从终南山方向吹来，带着枯草和尘土的气味。你站在原边的栏杆旁，手指搭在冰凉的木栏上。灯火最密集的那片是平康坊方向，最暗的是城南的棚户区。风掀动衣袂，一下一下地拍打在小腿上。远处的市声被风撕碎，飘过来时只剩下模糊的嗡鸣。你一动不动，像是嵌进夜色里的一块石头。,,,,,
>option,,,,,嗤笑一声，转身背对灯火，望向黑沉沉的原野。,,prop_add(name=kuangda; val=1) | prop_sub(name=fatigue; val=3) | prop_add(name=kuangda; val=2) | prop_sub(name=fatigue; val=3) | imagery_add(name=ENV_NATURE_NIGHTMOON:cold_moon),,,
>option,,,,,将双手拢进袖中，任晚风从头到脚穿过身体。,,prop_add(name=kuangda; val=1) | prop_sub(name=fatigue; val=3) | prop_add(name=kuangda; val=1) | prop_sub(name=money; val=2) | imagery_add(name=ENV_NATURE_AUTUMNWIND:falling_leaf),,,
>option,,,,,听到身后有脚步声，连忙侧身让路，弯腰低垂目光。,,prop_add(name=kuangda; val=1) | prop_sub(name=fatigue; val=3) | prop_add(name=kuangda; val=-1) | prop_add(name=money; val=3) | prop_sub(name=health; val=1),,,
random_event,747kuangda_denggao_leyou_night_emotion_sorrow,trigger_tags=[action:scene_denggao_leyou_night]|weight=10|era=747_kuangda|store_to=747_kuangda.denggao.leyou_night,"prop_gt(name=ambition,val=30),prop_lt(name=ambition,val=100)",烛落霜檐,入夜登乐游原，凭栏俯瞰长安万家灯火。晚风冷，衣袂翻动。远处市声模糊，偶有笑语穿风而至。一颗雨点落上额头时，灯烛正片片灭去。立至良久，摸黑扶石阶而下，指尖触到石隙里渗出的潮气。,,,,,
>option,,,,,嗤声拨开栏上枯藤，转身背对万家灯火。,,prop_add(name=sorrow; val=5) | prop_sub(name=health; val=1) | prop_add(name=kuangda; val=2) | prop_sub(name=fatigue; val=3) | imagery_add(name=ACTION_TRAVEL_CLIMB:high_tower),,,
>option,,,,,任残风掠过肩头，也任它吹远市声。,,prop_add(name=sorrow; val=5) | prop_sub(name=health; val=1) | prop_add(name=kuangda; val=1) | prop_sub(name=money; val=2) | imagery_add(name=ENV_NATURE_AUTUMNWIND:falling_leaf),,,
>option,,,,,在暮色中辨认某处华宅方向，默默记下方位。,,prop_add(name=sorrow; val=5) | prop_sub(name=health; val=1) | prop_add(name=kuangda; val=-1) | prop_add(name=money; val=3) | prop_sub(name=health; val=1) | imagery_add(name=ENV_NATURE_NIGHTMOON:cold_moon),,,
random_event,747kuangda_denggao_leyou_night_emotion_fatigue,trigger_tags=[action:scene_denggao_leyou_night]|weight=10|era=747_kuangda|store_to=747_kuangda.denggao.leyou_night,"prop_gt(name=ambition,val=30),prop_lt(name=ambition,val=100)",万家灯火的背面,你爬上乐游原时，腿已经酸得打颤。找了一处避风的墙根，靠着坐下，膝盖的酸痛才缓过来。长安城的灯火在脚下铺开，最亮的那片是平康坊的方向，隔着几条街的暗处是城南的棚户区。晚风带着炭火的焦味和远处酒楼的笙歌，一阵一阵地涌上来。你低下头，看见自己的影子被灯光拉得很长，刚好够到墙根下那片枯草。,,,,,
>option,,,,,背对灯火闭上眼，往墙上一靠。,,prop_sub(name=fatigue; val=7.6) | prop_add(name=kuangda; val=1.9) | prop_sub(name=fatigue; val=2.8499999999999996) | imagery_add(name=ENV_NATURE_AUTUMNWIND:falling_leaf),,,
>option,,,,,倚着墙看着灯火一盏盏灭。,,prop_sub(name=fatigue; val=7.6) | prop_add(name=kuangda; val=0.95) | prop_sub(name=money; val=1.9) | imagery_add(name=ENV_NATURE_NIGHTMOON:cold_moon),,,
>option,,,,,朝着灯火最亮处拱了拱手。,,prop_sub(name=fatigue; val=7.6) | prop_add(name=kuangda; val=-0.95) | prop_add(name=money; val=2.8499999999999996) | prop_sub(name=health; val=0.95) | imagery_add(name=ENV_NATURE_AUTUMNWIND:falling_leaf),,,
random_event,747kuangda_denggao_pagoda_morning_emotion_arrogance,trigger_tags=[action:scene_denggao_pagoda_morning]|weight=10|era=747_kuangda|store_to=747_kuangda.denggao.pagoda_morning,"prop_gt(name=ambition,val=30),prop_lt(name=ambition,val=100)",塔顶听风,你登上大雁塔第七层，凭栏而立。晨钟余音在塔身的砖缝中震荡，塔下的人声被拉成模糊的细线。长安城在晨光中铺开——坊墙笔直，街道如棋盘，那些昨日的门庭、今日的困局，此刻都缩成巴掌大的方格子。风从终南山方向吹来，带着松柏的气味，衣带拍打在砖石上，啪啪作响。塔壁上有人题诗，墨迹已干，下方签了三个显赫姓氏。你伸手按住那块砖——石面冰凉，指尖摸到笔锋刻入石纹的沟壑。风吹得更急了，手背上的尘粒被拂去又粘上。晨钟声停了，人群开始散去，脚步声渐远。你收回手，转身，塔梯吱呀作响。,,,,,
>option,,,,,目光扫过塔壁上密密麻麻的题名，松手，任风吹散。,,prop_add(name=kuangda; val=1) | prop_add(name=kuangda; val=2) | prop_sub(name=fatigue; val=3) | imagery_add(name=TARGET_FACTION_ROYAL:jade_step),,,
>option,,,,,双手扶着栏杆默默站了一会儿，等风吹干了脸上的汗。,,prop_add(name=kuangda; val=1) | prop_add(name=kuangda; val=1) | prop_sub(name=money; val=2) | imagery_add(name=VIBE_PHILOSOPHY_ZEN:temple_bell),,,
>option,,,,,朝塔下散场的人群方向鞠了一躬，鞠躬时后背衣缝裂开一道口子。,,prop_add(name=kuangda; val=1) | prop_add(name=kuangda; val=-1) | prop_add(name=money; val=3) | prop_sub(name=health; val=1) | imagery_add(name=ACTION_TRAVEL_CLIMB:high_tower),,,
random_event,747kuangda_denggao_pagoda_morning_emotion_tranquility,trigger_tags=[action:scene_denggao_pagoda_morning]|weight=10|era=747_kuangda|store_to=747_kuangda.denggao.pagoda_morning,"prop_gt(name=ambition,val=30),prop_lt(name=ambition,val=100)",雁塔晨钟·浮华散尽,大雁塔下回廊内，晨钟余响未绝。十几个新科进士聚在廊柱间，有人当众展开一封荐书，逐字念出署名；有人高声复述昨夜宴席上的掌故。袖口暗纹在晨光中闪烁，腰间玉坠碰撞有声。你站在回廊转角，背靠冰冷的砖墙。视线穿过攒动的人影，落在那棵半枯的槐树上，树皮裂开一道干涸的缝隙。风起时经幡翻卷，灰布拂过你的手背。钟声彻底停了。人群笑谈着往塔外涌去，你仍站在原地，手背上留着经幡扫过的尘土印。,,,,,
>option,,,,,转身背对人群，望着塔身裂缝，指节敲击砖石。,,prop_add(name=kuangda; val=1) | prop_sub(name=fatigue; val=3) | prop_add(name=kuangda; val=2) | prop_sub(name=fatigue; val=3) | imagery_add(name=VIBE_PHILOSOPHY_ZEN:temple_bell),,,
>option,,,,,闭上眼，晨风吹透衣袍，纹丝不动。,,prop_add(name=kuangda; val=1) | prop_sub(name=fatigue; val=3) | prop_add(name=kuangda; val=1) | prop_sub(name=money; val=2) | imagery_add(name=VIBE_PHILOSOPHY_ZEN:temple_bell),,,
>option,,,,,见人朝这边走来，连忙低头侧身，让出过道。,,prop_add(name=kuangda; val=1) | prop_sub(name=fatigue; val=3) | prop_add(name=kuangda; val=-1) | prop_add(name=money; val=3) | prop_sub(name=health; val=1) | imagery_add(name=TARGET_FACTION_ROYAL:jade_step),,,
random_event,747kuangda_denggao_pagoda_morning_emotion_ambition,trigger_tags=[action:scene_denggao_pagoda_morning]|weight=10|era=747_kuangda|store_to=747_kuangda.denggao.pagoda_morning,"prop_gt(name=ambition,val=30),prop_lt(name=ambition,val=100)",袖中荐书皱·仰望镀金塔,“此篇是王侍郎亲笔所赞。”你站在石阶下三步远的位置，袖中的荐书已经被攥出了汗痕与折角。一个年轻进士回头扫了你一眼，目光落在你袖口粗糙的布面上，随即若无其事地移开。朝霞从塔顶开始镀金，一层层往下浸染。你仰着头，直到塔身被整个照亮，阳光刺得眼睛发酸。,,,,,
>option,,,,,转身将荐书对折，塞进腰带内侧最暗处,,prop_add(name=ambition; val=5.5) | prop_sub(name=fatigue; val=5.5) | prop_add(name=kuangda; val=2.2) | prop_sub(name=fatigue; val=3.3000000000000003) | imagery_add(name=TARGET_FACTION_ROYAL:jade_step),,,
>option,,,,,松开攥纸的手，让风吹平书角，任它贴着手背轻响,,prop_add(name=ambition; val=5.5) | prop_sub(name=fatigue; val=5.5) | prop_add(name=kuangda; val=1.1) | prop_sub(name=money; val=2.2) | imagery_add(name=VIBE_PHILOSOPHY_ZEN:temple_bell),,,
>option,,,,,向前一步拱手，低声道：“学生这里也有一篇拙作，求诸位指教。”,,prop_add(name=ambition; val=5.5) | prop_sub(name=fatigue; val=5.5) | prop_add(name=kuangda; val=-1.1) | prop_add(name=money; val=3.3000000000000003) | prop_sub(name=health; val=1.1) | imagery_add(name=TARGET_FACTION_ROYAL:jade_step),,,
random_event,747kuangda_denggao_pagoda_night_emotion_tranquility,trigger_tags=[action:scene_denggao_pagoda_night]|weight=10|era=747_kuangda|store_to=747_kuangda.denggao.pagoda_night,"prop_gt(name=ambition,val=30),prop_lt(name=ambition,val=100)",月下无名,夜深了，大雁塔的塔影斜斜压在碑林上。月光冷得像淬过火的铁，照得石碑上的字迹纤毫毕现。你蹲下身，借着这点冷光一行行看过去——进士们的名字排列整齐，每个字都刻得工工整整。手指划过石面，在一个姓杜的名字上停了一下。不是你。风从塔檐穿过，呜呜地响。,,,,,
>option,,,,,指尖在碑文上划过，面无表情地看着名字成列的寂静。,,prop_add(name=kuangda; val=1) | prop_sub(name=fatigue; val=3) | prop_add(name=kuangda; val=2) | prop_sub(name=fatigue; val=3) | imagery_add(name=ENV_NATURE_NIGHTMOON:cold_moon),,,
>option,,,,,靠在栏杆上，任晚风穿过衣襟，默默凝望远处融入夜色。,,prop_add(name=kuangda; val=1) | prop_sub(name=fatigue; val=3) | prop_add(name=kuangda; val=1) | prop_sub(name=money; val=2) | imagery_add(name=VIBE_PHILOSOPHY_ZEN:incense_ash),,,
>option,,,,,对着塔下提灯身影拱手，低声说“晚生偶然登临，扰了阁下清静。”,,prop_add(name=kuangda; val=1) | prop_sub(name=fatigue; val=3) | prop_add(name=kuangda; val=-1) | prop_add(name=money; val=3) | prop_sub(name=health; val=1),,,
random_event,747kuangda_denggao_pagoda_night_emotion_sorrow,trigger_tags=[action:scene_denggao_pagoda_night]|weight=10|era=747_kuangda|store_to=747_kuangda.denggao.pagoda_night,"prop_gt(name=ambition,val=30),prop_lt(name=ambition,val=100)",碑上无名秋风冷,深夜的大雁塔下，月光惨白地浇在题名碑上。你逐字辨认着进士的名字，指尖触到冰凉的石面，停在某个“杜”字的刻痕上——笔画很浅，像是不敢用力写下的。塔檐风铃碎作一声长叹，在山门外的寂静里沉下去。,,,,,
>option,,,,,冷笑一声，转身背对题名碑。,,prop_add(name=sorrow; val=5) | prop_sub(name=health; val=1) | prop_add(name=kuangda; val=2) | prop_sub(name=fatigue; val=3) | imagery_add(name=VIBE_THEME_HISTORY:ruined_wall),,,
>option,,,,,指尖在杜字上停住，片刻后收回袖中。,,prop_add(name=sorrow; val=5) | prop_sub(name=health; val=1) | prop_add(name=kuangda; val=1) | prop_sub(name=money; val=2) | imagery_add(name=VIBE_PHILOSOPHY_ZEN:incense_ash),,,
>option,,,,,对着碑影拱手躬身，低问一句“哪位大人可识这杜家来历？”,,prop_add(name=sorrow; val=5) | prop_sub(name=health; val=1) | prop_add(name=kuangda; val=-1) | prop_add(name=money; val=3) | prop_sub(name=health; val=1) | imagery_add(name=ENV_NATURE_NIGHTMOON:cold_moon),,,
random_event,747kuangda_denggao_pagoda_night_emotion_fatigue,trigger_tags=[action:scene_denggao_pagoda_night]|weight=10|era=747_kuangda|store_to=747_kuangda.denggao.pagoda_night,"prop_gt(name=ambition,val=30),prop_lt(name=ambition,val=100)",塔影压身,夜半的大雁塔下，月光把题名碑的影子拉得极长。你蹲在碑前，背靠着冰冷的石座，膝盖抵着下巴。风穿过塔檐的铃铎，叮当作响。碑上的进士名字在月光下泛着青灰色——你看清了几个，目光便不再往上抬。腿是酸的，肩膀是沉的，头也懒得抬。塔的影子盖过来，把你也盖了进去。,,,,,
>option,,,,,瞥一眼碑文，冷冷背过身去，对着塔影啐了一口。,,prop_sub(name=fatigue; val=7.6) | prop_add(name=kuangda; val=1.9) | prop_sub(name=fatigue; val=2.8499999999999996) | imagery_add(name=VIBE_PHILOSOPHY_ZEN:incense_ash),,,
>option,,,,,蹲久了，换了个姿势，背靠着碑坐下，闭眼听风。,,prop_sub(name=fatigue; val=7.6) | prop_add(name=kuangda; val=0.95) | prop_sub(name=money; val=1.9) | imagery_add(name=ENV_NATURE_NIGHTMOON:cold_moon),,,
>option,,,,,低头，对着一块空碑喃喃自语，像是说给风听。,,prop_sub(name=fatigue; val=7.6) | prop_add(name=kuangda; val=-0.95) | prop_add(name=money; val=2.8499999999999996) | prop_sub(name=health; val=0.95) | imagery_add(name=VIBE_THEME_HISTORY:ruined_wall),,,
random_event,747kuangda_denggao_shaoling_morning_emotion_anger,trigger_tags=[action:scene_denggao_shaoling_morning]|weight=10|era=747_kuangda|store_to=747_kuangda.denggao.shaoling_morning,"prop_gt(name=ambition,val=30),prop_lt(name=ambition,val=100)",裂土望城,少陵原上，晨风卷着干土打在脸上。脚下土地龟裂，深缝纵横如棋盘。远处长安城的炊烟从朱门瓦顶升起，笔直而安静；近处农舍的烟囱斜歪着，冒出的青烟被风吹散。你站在一截塌了一半的土墙上，视野越过荒芜田野，直抵城中。某个方向的豪宅楼阁在晨光中轮廓清晰，另一方向的坊市低矮灰暗。你盯着那片灰暗，手指抠进墙缝，指甲里嵌进干土。,,,,,
>option,,,,,吐掉嘴里的沙子，转身背对长安，解开裤带往墙上浇水。,,prop_add(name=anger; val=5.25) | prop_sub(name=health; val=2.1) | prop_add(name=kuangda; val=2.1) | prop_sub(name=fatigue; val=3.1500000000000004) | imagery_add(name=ENV_SOCIETY_FAMINE:starving_bone),,,
>option,,,,,坐倒在土墙上，闭眼，让风吹过整张脸。,,prop_add(name=anger; val=5.25) | prop_sub(name=health; val=2.1) | prop_add(name=kuangda; val=1.05) | prop_sub(name=money; val=2.1) | imagery_add(name=ENV_SOCIETY_FAMINE:starving_bone),,,
>option,,,,,朝远处城门方向整了整衣领，快步走下土墙。,,prop_add(name=anger; val=5.25) | prop_sub(name=health; val=2.1) | prop_add(name=kuangda; val=-1.05) | prop_add(name=money; val=3.1500000000000004) | prop_sub(name=health; val=1.05) | imagery_add(name=ENV_SOCIETY_FAMINE:starving_bone),,,
random_event,747kuangda_denggao_shaoling_morning_emotion_sorrow,trigger_tags=[action:scene_denggao_shaoling_morning]|weight=10|era=747_kuangda|store_to=747_kuangda.denggao.shaoling_morning,"prop_gt(name=ambition,val=30),prop_lt(name=ambition,val=100)",少陵原晨望,晨光从终南山脊漏过来，把少陵原上的枯草染成淡金色。你站在塌了半边的土墙边，靴底陷进龟裂的泥土里。远处长安城的轮廓在晨雾里浮着，朱门上的炊烟像一根根灰白的线。近处，一个老农在干裂的地里翻土，铁锹砸下去的声音钝得像砸在石头上——慢，太慢了。风卷起干土打在脸上，你眯起眼，视线里只有他佝偻的背影和远处那些你进不去的门。,,,,,
>option,,,,,转身踢散土堆，朝荒野深处扔了块碎石。,,prop_add(name=sorrow; val=5) | prop_sub(name=health; val=1) | prop_add(name=kuangda; val=2) | prop_sub(name=fatigue; val=3) | imagery_add(name=ENV_SOCIETY_FAMINE:starving_bone),,,
>option,,,,,站定不动，让风吹干额头上的汗，眯眼看了很久老农的方向。,,prop_add(name=sorrow; val=5) | prop_sub(name=health; val=1) | prop_add(name=kuangda; val=1) | prop_sub(name=money; val=2) | imagery_add(name=ENV_SOCIETY_FAMINE:starving_bone),,,
>option,,,,,整了整衣领，朝长安城方向弯腰作了三个揖。,,prop_add(name=sorrow; val=5) | prop_sub(name=health; val=1) | prop_add(name=kuangda; val=-1) | prop_add(name=money; val=3) | prop_sub(name=health; val=1) | imagery_add(name=TARGET_NPC_DUFU:thatched_grass),,,
random_event,747kuangda_denggao_shaoling_morning_emotion_fatigue,trigger_tags=[action:scene_denggao_shaoling_morning]|weight=10|era=747_kuangda|store_to=747_kuangda.denggao.shaoling_morning,"prop_gt(name=ambition,val=30),prop_lt(name=ambition,val=100)",枯树根下歇乏,少陵原晨风带着土腥，老农的镐头一下一下剁进地里，半天才拔出来。你沿田埂走到原上一棵歪脖柳树下，树根裸露，像老人的手指抓着地面。你在树根上坐下，手撑着膝盖，肩膀耷拉着。远处的长安城被雾气裹着，看不真切。地上有条干裂的蚯蚓，死了。你盯着那蚯蚓看了许久，直到老农收了镐头，扛着往回走。,,,,,
>option,,,,,把鞋底蹭到裂开的蚯蚓旁边，然后起身。,,prop_sub(name=fatigue; val=7.6) | prop_add(name=kuangda; val=1.9) | prop_sub(name=fatigue; val=2.8499999999999996) | imagery_add(name=ENV_SOCIETY_FAMINE:starving_bone),,,
>option,,,,,站起身时膝盖响了一下，转头往原下走。,,prop_sub(name=fatigue; val=7.6) | prop_add(name=kuangda; val=0.95) | prop_sub(name=money; val=1.9) | imagery_add(name=TARGET_NPC_DUFU:thatched_grass),,,
>option,,,,,若有路人经过，抬眼又垂眼，抱拳欠身。,,prop_sub(name=fatigue; val=7.6) | prop_add(name=kuangda; val=-0.95) | prop_add(name=money; val=2.8499999999999996) | prop_sub(name=health; val=0.95) | imagery_add(name=ENV_SOCIETY_FAMINE:starving_bone),,,
random_event,747kuangda_denggao_shaoling_night_emotion_anger,trigger_tags=[action:scene_denggao_shaoling_night]|weight=10|era=747_kuangda|store_to=747_kuangda.denggao.shaoling_night,"prop_gt(name=ambition,val=30),prop_lt(name=ambition,val=100)",夜原鬼火刺寒眸,少陵原上，夜风裹着草屑打在脸上。远处古墓群间几点幽绿鬼火明灭，照亮半截露出地表的枯骨。你站在一截残碑上向西望——长安城方向灯火如金，朱门府邸连成一片光晕。而近处，荒原上蜷着几具被席子草草卷起的尸首，风掀起一角，露出青黑色的脚踝。,,,,,
>option,,,,,踢开脚边一颗骷髅，面无表情继续望长安灯火。,,prop_add(name=anger; val=5.25) | prop_sub(name=health; val=2.1) | prop_add(name=kuangda; val=2.1) | prop_sub(name=fatigue; val=3.1500000000000004) | imagery_add(name=VIBE_THEME_MACABRE:ghost_fire),,,
>option,,,,,站着不动，任鬼火照着脸，风把衣摆吹得啪啪响。,,prop_add(name=anger; val=5.25) | prop_sub(name=health; val=2.1) | prop_add(name=kuangda; val=1.05) | prop_sub(name=money; val=2.1) | imagery_add(name=ENV_NATURE_AUTUMNWIND:falling_leaf),,,
>option,,,,,朝城中灯火方向弯腰拱了拱手，低声念了句吉祥话。,,prop_add(name=anger; val=5.25) | prop_sub(name=health; val=2.1) | prop_add(name=kuangda; val=-1.05) | prop_add(name=money; val=3.1500000000000004) | prop_sub(name=health; val=1.05) | imagery_add(name=VIBE_THEME_MACABRE:ghost_fire),,,
random_event,747kuangda_denggao_shaoling_night_emotion_sorrow,trigger_tags=[action:scene_denggao_shaoling_night]|weight=10|era=747_kuangda|store_to=747_kuangda.denggao.shaoling_night,"prop_gt(name=ambition,val=30),prop_lt(name=ambition,val=100)",鬼灯引路,少陵原的夜黑得稠密，只有鬼火在古墓群中明灭。你站在一处塌了半截的坟头上望长安——万家灯火被雾气揉成一团黄光，像一碗放凉了的粥。野风裹着呜咽穿过枯枝，时远时近。远处有狗吠，你顺着声音走，土路渐渐硬实。回头时鬼火还在原处，蓝幽幽地亮着，像一双眼送你走。,,,,,
>option,,,,,背对灯火坐下，看鬼火在墓碑间跳舞，面无表情。,,prop_add(name=sorrow; val=5) | prop_sub(name=health; val=1) | prop_add(name=kuangda; val=2) | prop_sub(name=fatigue; val=3) | imagery_add(name=VIBE_THEME_MACABRE:ghost_fire),,,
