row_type,uuid,context,requirements,title,description,on_enter,results,interruptions,template,provider
random_event,event_disease_shiyi_withdraw,trigger_tags=[actor:mental:depression]|weight=10|era=1_core_rules,,EVT_EVENT_DISEASE_SHIYI_WITHDRAW_TITLE,EVT_EVENT_DISEASE_SHIYI_WITHDRAW_DESC,,,,
>option,,,,,EVT_EVENT_DISEASE_SHIYI_WITHDRAW_OPT0_DESC,,prop_add(name=burnout; val=10) | emo_add(name=SORROW; val=5),,,
>option,,,,,EVT_EVENT_DISEASE_SHIYI_WITHDRAW_OPT1_DESC,,prop_sub(name=prestige; val=5) | emo_add(name=SORROW; val=3),,,
random_event,event_disease_zhanwang_outburst,trigger_tags=[actor:mental:mania]|weight=10|era=1_core_rules,,EVT_EVENT_DISEASE_ZHANWANG_OUTBURST_TITLE,EVT_EVENT_DISEASE_ZHANWANG_OUTBURST_DESC,,,,
>option,,,,,EVT_EVENT_DISEASE_ZHANWANG_OUTBURST_OPT0_DESC,,prop_sub(name=money; val=5) | prop_add(name=drunk; val=15),,,
>option,,,,,EVT_EVENT_DISEASE_ZHANWANG_OUTBURST_OPT1_DESC,,prop_add(name=prestige; val=3) | prop_sub(name=health; val=3),,,
random_event,event_disease_fenghan_chills,trigger_tags=[actor:health:sickAcute]|weight=10|era=1_core_rules,,EVT_EVENT_DISEASE_FENGHAN_CHILLS_TITLE,EVT_EVENT_DISEASE_FENGHAN_CHILLS_DESC,,,,
>option,,,,,EVT_EVENT_DISEASE_FENGHAN_CHILLS_OPT0_DESC,,prop_sub(name=money; val=2) | prop_add(name=health; val=3),,,
>option,,,,,EVT_EVENT_DISEASE_FENGHAN_CHILLS_OPT1_DESC,,prop_sub(name=sick; val=5) | prop_add(name=fatigue; val=8),,,
random_event,event_disease_fenghan_headache,trigger_tags=[actor:health:sickAcute]|weight=10|era=1_core_rules,,EVT_EVENT_DISEASE_FENGHAN_HEADACHE_TITLE,EVT_EVENT_DISEASE_FENGHAN_HEADACHE_DESC,,,,
>option,,,,,EVT_EVENT_DISEASE_FENGHAN_HEADACHE_OPT0_DESC,,prop_sub(name=sick; val=3) | prop_add(name=fatigue; val=5),,,
>option,,,,,EVT_EVENT_DISEASE_FENGHAN_HEADACHE_OPT1_DESC,,prop_sub(name=money; val=3) | prop_add(name=health; val=3),,,
random_event,event_disease_fenghan_bedridden,trigger_tags=[actor:health:sickAcute]|weight=10|era=1_core_rules,,EVT_EVENT_DISEASE_FENGHAN_BEDRIDDEN_TITLE,EVT_EVENT_DISEASE_FENGHAN_BEDRIDDEN_DESC,,,,
>option,,,,,EVT_EVENT_DISEASE_FENGHAN_BEDRIDDEN_OPT0_DESC,,prop_add(name=sick; val=5) | emo_add(name=SORROW; val=3),,,
>option,,,,,EVT_EVENT_DISEASE_FENGHAN_BEDRIDDEN_OPT1_DESC,,prop_sub(name=prestige; val=3) | prop_sub(name=sick; val=3),,,
random_event,event_disease_feilao_night_sweats,trigger_tags=[actor:health:sickChronic]|weight=10|era=1_core_rules,,EVT_EVENT_DISEASE_FEILAO_NIGHT_SWEATS_TITLE,EVT_EVENT_DISEASE_FEILAO_NIGHT_SWEATS_DESC,,,,
>option,,,,,EVT_EVENT_DISEASE_FEILAO_NIGHT_SWEATS_OPT0_DESC,,prop_sub(name=sick; val=3) | prop_add(name=fatigue; val=5),,,
>option,,,,,EVT_EVENT_DISEASE_FEILAO_NIGHT_SWEATS_OPT1_DESC,,prop_sub(name=health; val=-5) | prop_add(name=sick; val=5),,,
random_event,event_disease_feilao_wasting,trigger_tags=[actor:health:sickChronic]|weight=10|era=1_core_rules,,EVT_EVENT_DISEASE_FEILAO_WASTING_TITLE,EVT_EVENT_DISEASE_FEILAO_WASTING_DESC,,,,
>option,,,,,EVT_EVENT_DISEASE_FEILAO_WASTING_OPT0_DESC,,prop_sub(name=money; val=5) | prop_add(name=health; val=5),,,
>option,,,,,EVT_EVENT_DISEASE_FEILAO_WASTING_OPT1_DESC,,emo_add(name=SORROW; val=8) | prop_sub(name=health; val=3),,,
random_event,event_disease_feilao_fever,trigger_tags=[actor:health:sickChronic]|weight=10|era=1_core_rules,,EVT_EVENT_DISEASE_FEILAO_FEVER_TITLE,EVT_EVENT_DISEASE_FEILAO_FEVER_DESC,,,,
>option,,,,,EVT_EVENT_DISEASE_FEILAO_FEVER_OPT0_DESC,,prop_sub(name=sick; val=3) | prop_add(name=fatigue; val=3),,,
>option,,,,,EVT_EVENT_DISEASE_FEILAO_FEVER_OPT1_DESC,,prop_add(name=health; val=3) | prop_add(name=sick; val=5),,,
random_event,event_disease_shiyi_insomnia,trigger_tags=[actor:mental:depression]|weight=10|era=1_core_rules,,EVT_EVENT_DISEASE_SHIYI_INSOMNIA_TITLE,EVT_EVENT_DISEASE_SHIYI_INSOMNIA_DESC,,,,
>option,,,,,EVT_EVENT_DISEASE_SHIYI_INSOMNIA_OPT0_DESC,,emo_sub(name=SORROW; val=3) | prop_sub(name=health; val=5),,,
>option,,,,,EVT_EVENT_DISEASE_SHIYI_INSOMNIA_OPT1_DESC,,prop_add(name=burnout; val=10) | emo_add(name=SORROW; val=5),,,
random_event,event_disease_shiyi_anorexia,trigger_tags=[actor:mental:depression]|weight=10|era=1_core_rules,,EVT_EVENT_DISEASE_SHIYI_ANOREXIA_TITLE,EVT_EVENT_DISEASE_SHIYI_ANOREXIA_DESC,,,,
>option,,,,,EVT_EVENT_DISEASE_SHIYI_ANOREXIA_OPT0_DESC,,prop_add(name=health; val=3) | emo_add(name=SORROW; val=3),,,
>option,,,,,EVT_EVENT_DISEASE_SHIYI_ANOREXIA_OPT1_DESC,,prop_sub(name=health; val=5) | prop_sub(name=money; val=2),,,
random_event,event_disease_shiyi_self_neglect,trigger_tags=[actor:mental:depression]|weight=10|era=1_core_rules,,EVT_EVENT_DISEASE_SHIYI_SELF_NEGLECT_TITLE,EVT_EVENT_DISEASE_SHIYI_SELF_NEGLECT_DESC,,,,
>option,,,,,EVT_EVENT_DISEASE_SHIYI_SELF_NEGLECT_OPT0_DESC,,prop_sub(name=burnout; val=5) | emo_sub(name=SORROW; val=3),,,
>option,,,,,EVT_EVENT_DISEASE_SHIYI_SELF_NEGLECT_OPT1_DESC,,emo_add(name=SORROW; val=10) | prop_sub(name=prestige; val=5),,,
random_event,event_disease_zhanwang_rage,trigger_tags=[actor:mental:mania]|weight=10|era=1_core_rules,,EVT_EVENT_DISEASE_ZHANWANG_RAGE_TITLE,EVT_EVENT_DISEASE_ZHANWANG_RAGE_DESC,,,,
>option,,,,,EVT_EVENT_DISEASE_ZHANWANG_RAGE_OPT0_DESC,,prop_sub(name=health; val=5) | prop_sub(name=money; val=5),,,
>option,,,,,EVT_EVENT_DISEASE_ZHANWANG_RAGE_OPT1_DESC,,prop_sub(name=health; val=-10) | prop_add(name=drunk; val=10),,,
random_event,event_disease_zhanwang_stripping,trigger_tags=[actor:mental:mania]|weight=10|era=1_core_rules,,EVT_EVENT_DISEASE_ZHANWANG_STRIPPING_TITLE,EVT_EVENT_DISEASE_ZHANWANG_STRIPPING_DESC,,,,
>option,,,,,EVT_EVENT_DISEASE_ZHANWANG_STRIPPING_OPT0_DESC,,prop_add(name=prestige; val=5) | prop_sub(name=health; val=5),,,
>option,,,,,EVT_EVENT_DISEASE_ZHANWANG_STRIPPING_OPT1_DESC,,prop_sub(name=prestige; val=3) | prop_sub(name=money; val=3),,,
random_event,event_disease_zhanwang_hallucination,trigger_tags=[actor:mental:mania]|weight=10|era=1_core_rules,,EVT_EVENT_DISEASE_ZHANWANG_HALLUCINATION_TITLE,EVT_EVENT_DISEASE_ZHANWANG_HALLUCINATION_DESC,,,,
>option,,,,,EVT_EVENT_DISEASE_ZHANWANG_HALLUCINATION_OPT0_DESC,,emo_add(name=AMBITION; val=10) | prop_add(name=drunk; val=15),,,
>option,,,,,EVT_EVENT_DISEASE_ZHANWANG_HALLUCINATION_OPT1_DESC,,emo_sub(name=ARROGANCE; val=5) | prop_add(name=sick; val=5),,,
random_event,event_disease_dongshang_diagnosis,weight=100|era=1_core_rules,,EVT_EVENT_DISEASE_DONGSHANG_DIAGNOSIS_TITLE,EVT_EVENT_DISEASE_DONGSHANG_DIAGNOSIS_DESC,,,,
>option,,,,,EVT_EVENT_DISEASE_DONGSHANG_DIAGNOSIS_OPT0_DESC,,prop_sub(name=money; val=6) | prop_sub(name=sick; val=10),,,
>option,,,,,EVT_EVENT_DISEASE_DONGSHANG_DIAGNOSIS_OPT1_DESC,,prop_add(name=sick; val=10) | prop_sub(name=health; val=8),,,
random_event,event_disease_dongshang_necrosis_onset,trigger_tags=[actor:health:coldNecrosis]|weight=100|era=1_core_rules,,EVT_EVENT_DISEASE_DONGSHANG_NECROSIS_ONSET_TITLE,EVT_EVENT_DISEASE_DONGSHANG_NECROSIS_ONSET_DESC,,,,
>option,,,,,EVT_EVENT_DISEASE_DONGSHANG_NECROSIS_ONSET_OPT0_DESC,,prop_sub(name=health; val=5) | prop_add(name=sick; val=3) | prop_sub(name=money; val=2),,,
>option,,,,,EVT_EVENT_DISEASE_DONGSHANG_NECROSIS_ONSET_OPT1_DESC,,prop_add(name=sick; val=8) | emo_add(name=SORROW; val=5),,,
