row_type,uuid,context,requirements,title,description,on_enter,results,interruptions,template,provider
>option,,,,,EVT_GANLU_JOURNEY_SCENE_GREEN_ROBE_OPT0_DESC,,,,,
>option,,,,,EVT_GANLU_JOURNEY_SCENE_GREEN_ROBE_OPT1_DESC,,,,,
random_event,ganlu_journey_scene_black_inn_identity_vendor,trigger_tags=[ENV_SOCIETY_FAMINE:starving_bone/TARGET_NPC_DUFU:thatched_grass/action:main:ganlu/TARGET_IDENTITY_VENDOR]|weight=10|era=755_backhome|store_to=755_backhome.ganlu|archetype=ganlu,,EVT_GANLU_JOURNEY_SCENE_BLACK_INN_IDENTITY_VENDOR_TITLE,EVT_GANLU_JOURNEY_SCENE_BLACK_INN_IDENTITY_VENDOR_DESC,,,,,
>option,,,,,EVT_GANLU_JOURNEY_SCENE_BLACK_INN_IDENTITY_VENDOR_OPT0_DESC,,emo_add(name=ANGER; val=10) | imagery_add(name=famine),,,
>option,,,,,EVT_GANLU_JOURNEY_SCENE_BLACK_INN_IDENTITY_VENDOR_OPT1_DESC,,,,,
random_event,ganlu_journey_scene_anlushan_shadow_identity_deserter,trigger_tags=[ENV_SOCIETY_WAR/TARGET_NPC_DUFU:thatched_grass/action:main:ganlu/TARGET_IDENTITY_DESERTER]|weight=10|era=755_backhome|store_to=755_backhome.ganlu|archetype=ganlu,,EVT_GANLU_JOURNEY_SCENE_ANLUSHAN_SHADOW_IDENTITY_DESERTER_TITLE,EVT_GANLU_JOURNEY_SCENE_ANLUSHAN_SHADOW_IDENTITY_DESERTER_DESC,,,,,
>option,,,,,EVT_GANLU_JOURNEY_SCENE_ANLUSHAN_SHADOW_IDENTITY_DESERTER_OPT0_DESC,,emo_add(name=ANGER; val=10) | imagery_add(name=corrupt),,,
>option,,,,,EVT_GANLU_JOURNEY_SCENE_ANLUSHAN_SHADOW_IDENTITY_DESERTER_OPT1_DESC,,,,,
random_event,ganlu_journey_scene_abandoned_baby,trigger_tags=[ENV_NATURE_SNOWSTORM:lone_snow/TARGET_NPC_DUFU:thatched_grass/action:main:ganlu]|weight=10|era=755_backhome|store_to=755_backhome.ganlu|archetype=ganlu,,EVT_GANLU_JOURNEY_SCENE_ABANDONED_BABY_TITLE,EVT_GANLU_JOURNEY_SCENE_ABANDONED_BABY_DESC,,,,,
>option,,,,,EVT_GANLU_JOURNEY_SCENE_ABANDONED_BABY_OPT0_DESC,,emo_add(name=SORROW; val=21) | imagery_add(name=despair) | imagery_add(name=snow),,,
>option,,,,,EVT_GANLU_JOURNEY_SCENE_ABANDONED_BABY_OPT1_DESC,,,,,
random_event,ganlu_journey_scene_mad_song,trigger_tags=[ENV_NATURE_SNOWSTORM:lone_snow/TARGET_NPC_DUFU:thatched_grass/action:main:ganlu]|weight=10|era=755_backhome|store_to=755_backhome.ganlu|archetype=ganlu,,EVT_GANLU_JOURNEY_SCENE_MAD_SONG_TITLE,EVT_GANLU_JOURNEY_SCENE_MAD_SONG_DESC,,,,,
>option,,,,,EVT_GANLU_JOURNEY_SCENE_MAD_SONG_OPT0_DESC,,emo_add(name=TRANQUILITY; val=11) | imagery_add(name=drunk),,,
>option,,,,,EVT_GANLU_JOURNEY_SCENE_MAD_SONG_OPT1_DESC,,,,,
